total in seconds,datetime(utc),channels,AlviraPotentialDronePlots_timestamp,AlviraPotentialDronPlot_id,AlviraPotentialDronPlot_rcs,AlviraPotentiaDronPlotsPlot_timestamp,AlviraPotentiaDronPlotPlotPosition_altitude,AlviraPotentialDronPlotsPlotPosition_latitude,AlviraPotentialDronPlotsPlotPosition_longitude,AlviraTracks_timestamp,AlviraTracksTrack_id,AlviraTracksTrack_Timestamp,AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,AlviraTracksTrack_Classification,AlviraTracksTrack_Reflection,AlviraTracksTrack_Score,AlviraTracksTrack_Alarm,AlviraSystemStatus_timestamp,AlviraSystemStatus_Name,AlviraSystemStatus_Version,AlviraSystemStatus_OperationalState,AlviraSystemStatusSensor_Name,AlviraSystemStatusSensor_Version,AlviraSystemStatusSensor_OperationalState,AlviraSystemStatusSensorPosition_Latitude,AlviraSystemStatusSensorPosition_Longitude,AlviraSystemStatusSensorPosition_Altitude,AlviraSystemStatusSensorStatusOrientetation_Azimuth,AlviraSystemStatusSensorStatusOrientetation_Elevation,AlviraSystemStatusSensorStatus_SensorType,AlviraSystemStatusSensorStatusBlankSector_Angle,AlviraSystemStatusSensorStatusBlankSector_Span,AlviraSystemStatusSensorStatusProcessing_Sensitivity,SystemStatusSensorStatus_Messages
1601381471,2020-09-29 12:11:11,,,,,,,,,2020-09-29T12:11:11.188Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381472,2020-09-29 12:11:12,,,,,,,,,2020-09-29T12:11:12.495Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381473,2020-09-29 12:11:13,,,,,,,,,2020-09-29T12:11:13.804Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381474,2020-09-29 12:11:14,,,,,,,,,2020-09-29T12:11:15.111Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381476,2020-09-29 12:11:16,,,,,,,,,2020-09-29T12:11:16.417Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381477,2020-09-29 12:11:17,,,,,,,,,2020-09-29T12:11:17.723Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381478,2020-09-29 12:11:18,,,,,,,,,2020-09-29T12:11:19.027Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381480,2020-09-29 12:11:20,,,,,,,,,2020-09-29T12:11:20.334Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381481,2020-09-29 12:11:21,,,,,,,,,2020-09-29T12:11:21.646Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381482,2020-09-29 12:11:22,,,,,,,,,2020-09-29T12:11:22.952Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381484,2020-09-29 12:11:24,,,,,,,,,2020-09-29T12:11:24.256Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381485,2020-09-29 12:11:25,,,,,,,,,2020-09-29T12:11:25.564Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381486,2020-09-29 12:11:26,,,,,,,,,2020-09-29T12:11:26.874Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381488,2020-09-29 12:11:28,,,,,,,,,2020-09-29T12:11:28.180Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381489,2020-09-29 12:11:29,,,,,,,,,2020-09-29T12:11:29.490Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381490,2020-09-29 12:11:30,,,,,,,,,2020-09-29T12:11:30.797Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381491,2020-09-29 12:11:31,,,,,,,,,2020-09-29T12:11:32.106Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381493,2020-09-29 12:11:33,,,,,,,,,2020-09-29T12:11:33.414Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381494,2020-09-29 12:11:34,,,,,,,,,2020-09-29T12:11:34.687Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381495,2020-09-29 12:11:35,,,,,,,,,2020-09-29T12:11:36.025Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381497,2020-09-29 12:11:37,,,,,,,,,2020-09-29T12:11:37.330Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381498,2020-09-29 12:11:38,,,,,,,,,2020-09-29T12:11:38.637Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381499,2020-09-29 12:11:39,,,,,,,,,2020-09-29T12:11:39.944Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381501,2020-09-29 12:11:41,,,,,,,,,,,,,,,,,,,,,,2020-09-29T12:11:42.142Z,Elvira,2.2.4 (REL-2.2.x 22467),operational,Elvira Search,2.2.4 (REL-2.2.x 22467),operational,51.52126391,5.85862734,5.0,,,SearchRadar,0.0,0.0,,
1601381501,2020-09-29 12:11:41,,,,,,,,,2020-09-29T12:11:41.251Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381502,2020-09-29 12:11:42,,,,,,,,,2020-09-29T12:11:42.559Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381503,2020-09-29 12:11:43,,,,,,,,,2020-09-29T12:11:43.865Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381505,2020-09-29 12:11:45,,,,,,,,,2020-09-29T12:11:45.175Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381506,2020-09-29 12:11:46,,,,,,,,,2020-09-29T12:11:46.481Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381507,2020-09-29 12:11:47,,,,,,,,,2020-09-29T12:11:47.760Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381508,2020-09-29 12:11:48,,,,,,,,,2020-09-29T12:11:49.094Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381510,2020-09-29 12:11:50,,,,,,,,,2020-09-29T12:11:50.402Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381511,2020-09-29 12:11:51,,,,,,,,,2020-09-29T12:11:51.710Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381512,2020-09-29 12:11:52,,,,,,,,,2020-09-29T12:11:53.015Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381514,2020-09-29 12:11:54,,,,,,,,,2020-09-29T12:11:54.296Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381515,2020-09-29 12:11:55,,,,,,,,,2020-09-29T12:11:55.626Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381516,2020-09-29 12:11:56,,,,,,,,,2020-09-29T12:11:56.934Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381518,2020-09-29 12:11:58,,,,,,,,,2020-09-29T12:11:58.235Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381519,2020-09-29 12:11:59,,,,,,,,,2020-09-29T12:11:59.543Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381520,2020-09-29 12:12:00,,,,,,,,,2020-09-29T12:12:00.855Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381522,2020-09-29 12:12:02,,,,,,,,,2020-09-29T12:12:02.159Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381523,2020-09-29 12:12:03,,,,,,,,,2020-09-29T12:12:03.465Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381524,2020-09-29 12:12:04,,,,,,,,,2020-09-29T12:12:04.770Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381525,2020-09-29 12:12:05,,,,,,,,,2020-09-29T12:12:06.080Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381527,2020-09-29 12:12:07,,,,,,,,,2020-09-29T12:12:07.388Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381528,2020-09-29 12:12:08,,,,,,,,,2020-09-29T12:12:08.695Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381529,2020-09-29 12:12:09,,,,,,,,,2020-09-29T12:12:10.010Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381531,2020-09-29 12:12:11,,,,,,,,,2020-09-29T12:12:11.305Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381532,2020-09-29 12:12:12,,,,,,,,,2020-09-29T12:12:12.618Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381533,2020-09-29 12:12:13,,,,,,,,,2020-09-29T12:12:13.922Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381535,2020-09-29 12:12:15,,,,,,,,,2020-09-29T12:12:15.228Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381536,2020-09-29 12:12:16,,,,,,,,,2020-09-29T12:12:16.533Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381537,2020-09-29 12:12:17,,,,,,,,,2020-09-29T12:12:17.845Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381538,2020-09-29 12:12:18,,,,,,,,,2020-09-29T12:12:19.149Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381540,2020-09-29 12:12:20,,,,,,,,,2020-09-29T12:12:20.456Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381541,2020-09-29 12:12:21,,,,,,,,,2020-09-29T12:12:21.761Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381542,2020-09-29 12:12:22,,,,,,,,,2020-09-29T12:12:23.069Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381544,2020-09-29 12:12:24,,,,,,,,,2020-09-29T12:12:24.378Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381545,2020-09-29 12:12:25,,,,,,,,,2020-09-29T12:12:25.686Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381546,2020-09-29 12:12:26,,,,,,,,,2020-09-29T12:12:26.991Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381548,2020-09-29 12:12:28,,,,,,,,,2020-09-29T12:12:28.296Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381549,2020-09-29 12:12:29,,,,,,,,,2020-09-29T12:12:29.603Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381550,2020-09-29 12:12:30,,,,,,,,,2020-09-29T12:12:30.914Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381552,2020-09-29 12:12:32,,,,,,,,,2020-09-29T12:12:32.219Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381553,2020-09-29 12:12:33,,,,,,,,,2020-09-29T12:12:33.525Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381554,2020-09-29 12:12:34,,,,,,,,,2020-09-29T12:12:34.832Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381555,2020-09-29 12:12:35,,,,,,,,,2020-09-29T12:12:36.142Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381557,2020-09-29 12:12:37,,,,,,,,,2020-09-29T12:12:37.448Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381558,2020-09-29 12:12:38,,,,,,,,,2020-09-29T12:12:38.754Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381559,2020-09-29 12:12:39,,,,,,,,,2020-09-29T12:12:40.059Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381561,2020-09-29 12:12:41,,,,,,,,,,,,,,,,,,,,,,2020-09-29T12:12:42.140Z,Elvira,2.2.4 (REL-2.2.x 22467),operational,Elvira Search,2.2.4 (REL-2.2.x 22467),operational,51.52126391,5.85862734,5.0,,,SearchRadar,0.0,0.0,,
1601381561,2020-09-29 12:12:41,,,,,,,,,2020-09-29T12:12:41.366Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381562,2020-09-29 12:12:42,,,,,,,,,2020-09-29T12:12:42.672Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381563,2020-09-29 12:12:43,,,,,,,,,2020-09-29T12:12:43.981Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381565,2020-09-29 12:12:45,,,,,,,,,2020-09-29T12:12:45.290Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381566,2020-09-29 12:12:46,,,,,,,,,2020-09-29T12:12:46.593Z,,2020-09-29T12:12:46.184Z,51.52186681,5.86344096,38.07901557,240.80567932,0.0,22.0769558,SUSPECTED_DRONE,39.42975402,0.99931699,True,,,,,,,,,,,,,,,,,
1601381567,2020-09-29 12:12:47,,,,,,,,,2020-09-29T12:12:47.901Z,,2020-09-29T12:12:47.492Z,51.5217653,5.86305795,35.31395432,242.50369263,0.0,22.20165634,SUSPECTED_DRONE,39.53369922,0.99943936,True,,,,,,,,,,,,,,,,,
1601381569,2020-09-29 12:12:49,,,,,,,,,2020-09-29T12:12:49.212Z,,2020-09-29T12:12:48.801Z,51.5216891,5.86265957,32.54736233,245.21627808,0.0,22.20999718,SUSPECTED_DRONE,39.97575936,0.99952179,True,,,,,,,,,,,,,,,,,
1601381570,2020-09-29 12:12:50,,,,,,,,,2020-09-29T12:12:50.518Z,,2020-09-29T12:12:50.110Z,51.52164442,5.86226755,29.87256575,248.69087219,0.0,21.7380352,SUSPECTED_DRONE,40.29094199,0.99957961,True,,,,,,,,,,,,,,,,,
1601381571,2020-09-29 12:12:51,,,,,,,,,2020-09-29T12:12:51.824Z,,2020-09-29T12:12:51.422Z,51.52156176,5.86189204,27.31013013,249.13827515,0.0,21.39317322,SUSPECTED_DRONE,40.46882937,0.99965775,True,,,,,,,,,,,,,,,,,
1601381572,2020-09-29 12:12:52,,,,,,,,,2020-09-29T12:12:53.133Z,,2020-09-29T12:12:52.742Z,51.52145887,5.8615593,24.85590474,247.29673767,0.0,20.40103722,SUSPECTED_DRONE,40.40158772,0.99969965,True,,,,,,,,,,,,,,,,,
1601381574,2020-09-29 12:12:54,,,,,,,,,2020-09-29T12:12:54.439Z,,2020-09-29T12:12:54.061Z,51.52135806,5.86122143,22.52833365,246.11613464,0.0,19.9653492,SUSPECTED_DRONE,40.5359515,0.99974883,True,,,,,,,,,,,,,,,,,
1601381575,2020-09-29 12:12:55,,,,,,,,,2020-09-29T12:12:55.751Z,,2020-09-29T12:12:55.378Z,51.52126719,5.86090688,20.39758592,245.45640564,0.0,19.11832428,SUSPECTED_DRONE,40.51862801,0.99977678,True,,,,,,,,,,,,,,,,,
1601381576,2020-09-29 12:12:56,,,,,,,,,2020-09-29T12:12:57.057Z,,2020-09-29T12:12:56.706Z,51.52116085,5.8605983,18.32012668,243.76823425,0.0,18.71906471,SUSPECTED_DRONE,40.45116057,0.99981344,True,,,,,,,,,,,,,,,,,
1601381578,2020-09-29 12:12:58,,,,,,,,,2020-09-29T12:12:58.362Z,,2020-09-29T12:12:58.035Z,51.52106139,5.86028622,16.47125895,243.34088135,0.0,18.50664711,SUSPECTED_DRONE,40.41331067,0.99984848,True,,,,,,,,,,,,,,,,,
1601381579,2020-09-29 12:12:59,,,,,,,,,2020-09-29T12:12:59.675Z,,2020-09-29T12:12:59.360Z,51.52098457,5.86000364,14.91077577,243.94442749,0.0,17.59706116,SUSPECTED_DRONE,40.33416868,0.99984992,True,,,,,,,,,,,,,,,,,
1601381580,2020-09-29 12:13:00,,,,,,,,,2020-09-29T12:13:00.979Z,,2020-09-29T12:13:00.680Z,51.52097381,5.85978599,13.36352968,248.50254822,0.0,15.31693935,SUSPECTED_DRONE,40.26750644,0.9996075,True,,,,,,,,,,,,,,,,,
1601381582,2020-09-29 12:13:02,,,,,,,,,2020-09-29T12:13:02.285Z,,2020-09-29T12:13:01.981Z,51.52098107,5.85955998,11.90076452,256.40988159,0.0,13.80786133,SUSPECTED_DRONE,40.19310283,0.9989056,True,,,,,,,,,,,,,,,,,
1601381583,2020-09-29 12:13:03,,,,,,,,,2020-09-29T12:13:03.597Z,,2020-09-29T12:13:03.256Z,51.52109405,5.85940045,10.57324106,278.49276733,0.0,11.76126289,SUSPECTED_DRONE,40.1163911,0.99592119,True,,,,,,,,,,,,,,,,,
1601381584,2020-09-29 12:13:04,,,,,,,,,2020-09-29T12:13:04.903Z,,2020-09-29T12:13:03.256Z,51.52109405,5.85940045,10.57324106,278.49276733,0.0,11.76126289,SUSPECTED_DRONE,40.1163911,0.99592119,True,,,,,,,,,,,,,,,,,
1601381586,2020-09-29 12:13:06,,,,,,,,,2020-09-29T12:13:06.207Z,,2020-09-29T12:13:03.256Z,51.52109405,5.85940045,10.57324106,278.49276733,0.0,11.76126289,SUSPECTED_DRONE,40.1163911,0.99592119,True,,,,,,,,,,,,,,,,,
1601381587,2020-09-29 12:13:07,,,,,,,,,2020-09-29T12:13:07.521Z,,2020-09-29T12:13:03.256Z,51.52109405,5.85940045,10.57324106,278.49276733,0.0,11.76126289,SUSPECTED_DRONE,40.1163911,0.99592119,True,,,,,,,,,,,,,,,,,
1601381588,2020-09-29 12:13:08,,,,,,,,,2020-09-29T12:13:08.825Z,,2020-09-29T12:13:03.256Z,51.52109405,5.85940045,10.57324106,278.49276733,0.0,11.76126289,SUSPECTED_DRONE,40.1163911,0.99592119,True,,,,,,,,,,,,,,,,,
1601381589,2020-09-29 12:13:09,,,,,,,,,2020-09-29T12:13:10.132Z,,2020-09-29T12:13:03.256Z,51.52109405,5.85940045,10.57324106,278.49276733,0.0,11.76126289,SUSPECTED_DRONE,40.1163911,0.99592119,True,,,,,,,,,,,,,,,,,
1601381591,2020-09-29 12:13:11,,,,,,,,,2020-09-29T12:13:11.435Z,,2020-09-29T12:13:03.256Z,51.52109405,5.85940045,10.57324106,278.49276733,0.0,11.76126289,SUSPECTED_DRONE,40.1163911,0.99592119,True,,,,,,,,,,,,,,,,,
1601381592,2020-09-29 12:13:12,,,,,,,,,2020-09-29T12:13:12.747Z,,2020-09-29T12:13:03.256Z,51.52109405,5.85940045,10.57324106,278.49276733,0.0,11.76126289,SUSPECTED_DRONE,40.1163911,0.99592119,True,,,,,,,,,,,,,,,,,
1601381593,2020-09-29 12:13:13,,,,,,,,,2020-09-29T12:13:14.055Z,,2020-09-29T12:13:03.256Z,51.52109405,5.85940045,10.57324106,278.49276733,0.0,11.76126289,SUSPECTED_DRONE,40.1163911,0.99592119,True,,,,,,,,,,,,,,,,,
1601381595,2020-09-29 12:13:15,,,,,,,,,2020-09-29T12:13:15.361Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381596,2020-09-29 12:13:16,,,,,,,,,2020-09-29T12:13:16.666Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381597,2020-09-29 12:13:17,,,,,,,,,2020-09-29T12:13:17.977Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381599,2020-09-29 12:13:19,,,,,,,,,2020-09-29T12:13:19.291Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381600,2020-09-29 12:13:20,,,,,,,,,2020-09-29T12:13:20.589Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381601,2020-09-29 12:13:21,,,,,,,,,2020-09-29T12:13:21.894Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381603,2020-09-29 12:13:23,,,,,,,,,2020-09-29T12:13:23.206Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381604,2020-09-29 12:13:24,,,,,,,,,2020-09-29T12:13:24.512Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381605,2020-09-29 12:13:25,,,,,,,,,2020-09-29T12:13:25.821Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381606,2020-09-29 12:13:26,,,,,,,,,2020-09-29T12:13:27.124Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381608,2020-09-29 12:13:28,,,,,,,,,2020-09-29T12:13:28.429Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381609,2020-09-29 12:13:29,,,,,,,,,2020-09-29T12:13:29.739Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381610,2020-09-29 12:13:30,,,,,,,,,2020-09-29T12:13:31.048Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381611,2020-09-29 12:13:31,,,,,,,,,,,,,,,,,,,,,,2020-09-29T12:13:32.103Z,Elvira,2.2.4 (REL-2.2.x 22467),operational,Elvira Search,2.2.4 (REL-2.2.x 22467),operational,51.52126391,5.85862734,5.0,,,SearchRadar,0.0,0.0,,
1601381612,2020-09-29 12:13:32,,,,,,,,,2020-09-29T12:13:32.351Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381613,2020-09-29 12:13:33,,,,,,,,,2020-09-29T12:13:33.657Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381614,2020-09-29 12:13:34,,,,,,,,,2020-09-29T12:13:34.968Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381616,2020-09-29 12:13:36,,,,,,,,,2020-09-29T12:13:36.274Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381617,2020-09-29 12:13:37,,,,,,,,,2020-09-29T12:13:37.578Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381618,2020-09-29 12:13:38,,,,,,,,,2020-09-29T12:13:38.885Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381620,2020-09-29 12:13:40,,,,,,,,,2020-09-29T12:13:40.197Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381621,2020-09-29 12:13:41,,,,,,,,,,,,,,,,,,,,,,2020-09-29T12:13:42.140Z,Elvira,2.2.4 (REL-2.2.x 22467),operational,Elvira Search,2.2.4 (REL-2.2.x 22467),operational,51.52126391,5.85862734,5.0,,,SearchRadar,0.0,0.0,,
1601381621,2020-09-29 12:13:41,,,,,,,,,2020-09-29T12:13:41.502Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381622,2020-09-29 12:13:42,,,,,,,,,2020-09-29T12:13:42.808Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381623,2020-09-29 12:13:43,,,,,,,,,2020-09-29T12:13:44.115Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381624,2020-09-29 12:13:44,,,,,,,,,,,,,,,,,,,,,,2020-09-29T12:13:45.149Z,Elvira,2.2.4 (REL-2.2.x 22467),operational,Elvira Search,2.2.4 (REL-2.2.x 22467),operational,51.52126391,5.85862734,5.0,,,SearchRadar,0.0,0.0,,
1601381625,2020-09-29 12:13:45,,,,,,,,,2020-09-29T12:13:45.419Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381626,2020-09-29 12:13:46,,,,,,,,,2020-09-29T12:13:46.725Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381627,2020-09-29 12:13:47,,,,,,,,,2020-09-29T12:13:48.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381629,2020-09-29 12:13:49,,,,,,,,,2020-09-29T12:13:49.342Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381630,2020-09-29 12:13:50,,,,,,,,,2020-09-29T12:13:50.652Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381631,2020-09-29 12:13:51,,,,,,,,,2020-09-29T12:13:51.953Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381633,2020-09-29 12:13:53,,,,,,,,,2020-09-29T12:13:53.266Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381634,2020-09-29 12:13:54,,,,,,,,,2020-09-29T12:13:54.571Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381635,2020-09-29 12:13:55,,,,,,,,,2020-09-29T12:13:55.878Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381637,2020-09-29 12:13:57,,,,,,,,,2020-09-29T12:13:57.182Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381638,2020-09-29 12:13:58,,,,,,,,,2020-09-29T12:13:58.488Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381639,2020-09-29 12:13:59,,,,,,,,,2020-09-29T12:13:59.800Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381640,2020-09-29 12:14:00,,,,,,,,,2020-09-29T12:14:01.106Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381642,2020-09-29 12:14:02,,,,,,,,,2020-09-29T12:14:02.412Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601381643,2020-09-29 12:14:03,,,,,,,,,2020-09-29T12:14:03.717Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
