total in seconds,datetime(utc),channels,VenusTriggerVenusName_isThreat,VenusTriggerLinkType_Uplink,VenusTrigger_VenusName,VenusTrigger_RadioId,VenusTrigge_LifeStatus,VenusTrigger_Frequency,VenusTrigge_FrequencyBand,VenusTrigger_OnAirStartTime,VenusTrigger_StopTime,VenusTrigger_Azimuth,VenusTrigger_Deviation
1601381494,2020-09-29 12:11:34,,1.0,,DJI OcuSync,281474977710659,active,2456500000.0,ISM 2.4 GHz,1601391914335300.0,1601391997375661.0,56.0,1.0
1601381499,2020-09-29 12:11:39,,1.0,,DJI OcuSync,281474977710659,active,2456500000.0,ISM 2.4 GHz,1601391914335300.0,1601392002426829.0,56.0,1.0
1601381503,2020-09-29 12:11:43,,1.0,,DJI OcuSync,281474977710659,active,2456500000.0,ISM 2.4 GHz,1601391914335300.0,1601392006903506.0,54.0,6.0
1601381508,2020-09-29 12:11:48,,1.0,,DJI OcuSync,281474977710659,active,2456500000.0,ISM 2.4 GHz,1601391914335300.0,1601392011678930.0,54.0,6.0
1601381511,2020-09-29 12:11:51,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601392013099686.0,338.0,8.1
1601381512,2020-09-29 12:11:52,,1.0,,DJI OcuSync,281474977710659,active,2456500000.0,ISM 2.4 GHz,1601391914335300.0,1601392015773067.0,56.0,3.0
1601381512,2020-09-29 12:11:52,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601392014157249.0,,
1601381517,2020-09-29 12:11:57,,1.0,,DJI OcuSync,281474977710659,active,2456500000.0,ISM 2.4 GHz,1601391914335300.0,1601392020401119.0,54.0,2.0
1601381521,2020-09-29 12:12:01,,1.0,,DJI OcuSync,281474977710659,active,2456500000.0,ISM 2.4 GHz,1601391914335300.0,1601392024449559.0,54.0,2.0
1601381525,2020-09-29 12:12:05,,1.0,,DJI OcuSync,281474977710659,active,2456500000.0,ISM 2.4 GHz,1601391914335300.0,1601392029158679.0,54.0,2.0
1601381528,2020-09-29 12:12:08,,1.0,,DJI OcuSync,281474977710659,active,2456500000.0,ISM 2.4 GHz,1601391914335300.0,1601392032161947.0,54.0,2.0
1601381530,2020-09-29 12:12:10,,1.0,FHSS,Hubsan,200,active,2440000000.0,ISM 2.4 GHz,1601391914062667.0,1601392032044719.0,48.8,0.6
1601381533,2020-09-29 12:12:13,,1.0,FHSS,DJI Mavic Pro long,197,active,2440000000.0,ISM 2.4 GHz,1601391908790885.0,1601392035011441.0,153.9,0.6
1601381533,2020-09-29 12:12:13,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392034965369.0,154.0,1.2
1601381533,2020-09-29 12:12:13,,1.0,,DJI OcuSync,281474977710659,active,2456500000.0,ISM 2.4 GHz,1601391914335300.0,1601392036586372.0,54.0,2.0
1601381534,2020-09-29 12:12:14,,1.0,FHSS,DJI Mavic Pro long,197,active,2440000000.0,ISM 2.4 GHz,1601391908790885.0,1601392036211441.0,,
1601381534,2020-09-29 12:12:14,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392036145369.0,,
1601381537,2020-09-29 12:12:17,,1.0,,DJI OcuSync,281474977710659,active,2456500000.0,ISM 2.4 GHz,1601391914335300.0,1601392040660358.0,54.0,2.0
1601381541,2020-09-29 12:12:21,,1.0,,DJI OcuSync,281474977710659,active,2456500000.0,ISM 2.4 GHz,1601391914335300.0,1601392045060881.0,57.0,3.0
1601381542,2020-09-29 12:12:22,,0.0,FHSS,,198,active,2440000000.0,ISM 2.4 GHz,1601388408376843.0,1601392043087807.0,,
1601381544,2020-09-29 12:12:24,,0.0,FHSS,,201,active,2440000000.0,ISM 2.4 GHz,1601391813897627.0,1601392045574723.0,,
1601381544,2020-09-29 12:12:24,,0.0,FHSS,,202,active,2440000000.0,ISM 2.4 GHz,1601391914065595.0,1601392045580721.0,,
1601381552,2020-09-29 12:12:32,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392054115375.0,58.0,1.5
1601381561,2020-09-29 12:12:41,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392058595377.0,,
1601381561,2020-09-29 12:12:41,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392064461406.0,56.0,15.0
1601381562,2020-09-29 12:12:42,,1.0,FHSS,Hubsan,200,active,2440000000.0,ISM 2.4 GHz,1601391914062667.0,1601392064364731.0,52.8,0.3
1601381565,2020-09-29 12:12:45,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392068720593.0,56.0,15.0
1601381567,2020-09-29 12:12:47,,1.0,FHSS,Hubsan,200,active,2440000000.0,ISM 2.4 GHz,1601391914062667.0,1601392068684731.0,44.0,0.7
1601381569,2020-09-29 12:12:49,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392073284896.0,56.0,15.0
1601381574,2020-09-29 12:12:54,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392077921293.0,44.0,6.0
1601381576,2020-09-29 12:12:56,,0.0,FHSS,,201,active,2440000000.0,ISM 2.4 GHz,1601391813897627.0,1601392077914736.0,47.1,1.1
1601381576,2020-09-29 12:12:56,,0.0,FHSS,,202,active,2440000000.0,ISM 2.4 GHz,1601391914065595.0,1601392077910736.0,47.5,0.8
1601381576,2020-09-29 12:12:56,,1.0,FHSS,DJI Mavic Pro long,197,active,2440000000.0,ISM 2.4 GHz,1601391908790885.0,1601392077871456.0,47.4,2.1
1601381576,2020-09-29 12:12:56,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392077875384.0,47.4,1.3
1601381576,2020-09-29 12:12:56,,1.0,FHSS,Hubsan,200,active,2440000000.0,ISM 2.4 GHz,1601391914062667.0,1601392077904736.0,47.1,0.9
1601381579,2020-09-29 12:12:59,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392082547187.0,44.0,6.0
1601381581,2020-09-29 12:13:01,,1.0,FHSS,Hubsan,200,active,2440000000.0,ISM 2.4 GHz,1601391914062667.0,1601392082524737.0,52.6,0.7
1601381581,2020-09-29 12:13:01,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392082515385.0,48.4,2.7
1601381581,2020-09-29 12:13:01,,1.0,FHSS,DJI Mavic Pro long,197,active,2440000000.0,ISM 2.4 GHz,1601391908790885.0,1601392082501457.0,,
1601381581,2020-09-29 12:13:01,,0.0,FHSS,,202,active,2440000000.0,ISM 2.4 GHz,1601391914065595.0,1601392082540738.0,52.7,1.0
1601381581,2020-09-29 12:13:01,,0.0,FHSS,,201,active,2440000000.0,ISM 2.4 GHz,1601391813897627.0,1601392082474737.0,52.6,0.7
1601381582,2020-09-29 12:13:02,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392084525386.0,,
1601381583,2020-09-29 12:13:03,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392087082799.0,48.0,2.0
1601381585,2020-09-29 12:13:05,,0.0,FHSS,,201,active,2440000000.0,ISM 2.4 GHz,1601391813897627.0,1601392087054737.0,47.1,0.7
1601381585,2020-09-29 12:13:05,,0.0,FHSS,,202,active,2440000000.0,ISM 2.4 GHz,1601391914065595.0,1601392087050738.0,47.5,1.1
1601381585,2020-09-29 12:13:05,,1.0,FHSS,DJI Mavic Pro long,197,active,2440000000.0,ISM 2.4 GHz,1601391908790885.0,1601392086941458.0,46.7,0.2
1601381585,2020-09-29 12:13:05,,1.0,FHSS,Hubsan,200,active,2440000000.0,ISM 2.4 GHz,1601391914062667.0,1601392087044739.0,46.9,0.5
1601381588,2020-09-29 12:13:08,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392091353657.0,48.0,2.0
1601381591,2020-09-29 12:13:11,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392095335376.0,48.0,2.0
1601381592,2020-09-29 12:13:12,,1.0,FHSS,Hubsan,200,active,2440000000.0,ISM 2.4 GHz,1601391914062667.0,1601392091407667.0,48.5,1.6
1601381592,2020-09-29 12:13:12,,1.0,FHSS,DJI Mavic Pro long,197,active,2440000000.0,ISM 2.4 GHz,1601391908790885.0,1601392092291459.0,,
1601381595,2020-09-29 12:13:15,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601392097230646.0,135.5,0.0
1601381596,2020-09-29 12:13:16,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392099698809.0,48.0,2.0
1601381596,2020-09-29 12:13:16,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601392098236653.0,,
1601381598,2020-09-29 12:13:18,,0.0,FHSS,,201,active,2440000000.0,ISM 2.4 GHz,1601391813897627.0,1601392099674741.0,,
1601381598,2020-09-29 12:13:18,,0.0,FHSS,,202,active,2440000000.0,ISM 2.4 GHz,1601391914065595.0,1601392099690742.0,,
1601381598,2020-09-29 12:13:18,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601392099213015.0,129.3,0.0
1601381598,2020-09-29 12:13:18,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601392099367052.0,326.8,2.2
1601381598,2020-09-29 12:13:18,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601392099379159.0,326.0,2.3
1601381598,2020-09-29 12:13:18,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601392099528985.0,,
1601381601,2020-09-29 12:13:21,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392104557710.0,48.0,2.0
1601381603,2020-09-29 12:13:23,,1.0,FHSS,Hubsan,200,active,2440000000.0,ISM 2.4 GHz,1601391914062667.0,1601392104524743.0,53.4,3.6
1601381603,2020-09-29 12:13:23,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392104495392.0,52.5,2.1
1601381603,2020-09-29 12:13:23,,0.0,FHSS,,201,active,2440000000.0,ISM 2.4 GHz,1601391813897627.0,1601392104534744.0,52.1,4.9
1601381603,2020-09-29 12:13:23,,0.0,FHSS,,202,active,2440000000.0,ISM 2.4 GHz,1601391914065595.0,1601392104540744.0,52.3,4.5
1601381603,2020-09-29 12:13:23,,1.0,FHSS,DJI Mavic Pro long,197,active,2440000000.0,ISM 2.4 GHz,1601391908790885.0,1601392104431464.0,55.0,0.1
1601381605,2020-09-29 12:13:25,,0.0,FHSS,,196,active,2440000000.0,ISM 2.4 GHz,1601390898304961.0,1601392106601892.0,134.3,15.0
1601381605,2020-09-29 12:13:25,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601392106641100.0,148.8,4.9
1601381605,2020-09-29 12:13:25,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601392106719914.0,138.5,15.0
1601381606,2020-09-29 12:13:26,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601392107645094.0,,
1601381606,2020-09-29 12:13:26,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392109381677.0,48.0,2.0
1601381606,2020-09-29 12:13:26,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601392107722090.0,156.7,0.0
1601381607,2020-09-29 12:13:27,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601392108688976.0,144.1,0.0
1601381608,2020-09-29 12:13:28,,1.0,FHSS,Hubsan,200,active,2440000000.0,ISM 2.4 GHz,1601391914062667.0,1601392109374747.0,52.0,1.0
1601381608,2020-09-29 12:13:28,,1.0,FHSS,DJI Mavic Pro long,197,active,2440000000.0,ISM 2.4 GHz,1601391908790885.0,1601392109311466.0,51.5,1.2
1601381610,2020-09-29 12:13:30,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392114110642.0,48.0,2.0
1601381612,2020-09-29 12:13:32,,1.0,FHSS,Hubsan,200,active,2440000000.0,ISM 2.4 GHz,1601391914062667.0,1601392114167691.0,53.8,2.1
1601381615,2020-09-29 12:13:35,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392118616380.0,48.0,2.0
1601381616,2020-09-29 12:13:36,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601392117174834.0,,
1601381617,2020-09-29 12:13:37,,0.0,FHSS,,196,active,2440000000.0,ISM 2.4 GHz,1601390898304961.0,1601392119308563.0,,
1601381617,2020-09-29 12:13:37,,1.0,FHSS,DJI Mavic Pro long,197,active,2440000000.0,ISM 2.4 GHz,1601391908790885.0,1601392118861469.0,,
1601381617,2020-09-29 12:13:37,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392118725397.0,,
1601381617,2020-09-29 12:13:37,,1.0,FHSS,Hubsan,200,active,2440000000.0,ISM 2.4 GHz,1601391914062667.0,1601392118484749.0,,
1601381619,2020-09-29 12:13:39,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392123201694.0,48.0,2.0
1601381625,2020-09-29 12:13:45,,1.0,FHSS,Hubsan,200,active,2440000000.0,ISM 2.4 GHz,1601391914062667.0,1601392123214751.0,53.0,1.6
1601381625,2020-09-29 12:13:45,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392123155398.0,53.6,1.3
1601381625,2020-09-29 12:13:45,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392128549782.0,48.0,2.0
1601381627,2020-09-29 12:13:47,,1.0,FHSS,DJI Mavic Pro long,197,active,2440000000.0,ISM 2.4 GHz,1601391908790885.0,1601392128551472.0,53.6,0.3
1601381627,2020-09-29 12:13:47,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392128545400.0,,
1601381630,2020-09-29 12:13:50,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392133408360.0,48.0,2.0
1601381632,2020-09-29 12:13:52,,0.0,FHSS,,202,active,2440000000.0,ISM 2.4 GHz,1601391914065595.0,1601392133390754.0,46.0,0.0
1601381632,2020-09-29 12:13:52,,1.0,FHSS,DJI Mavic Pro long,197,active,2440000000.0,ISM 2.4 GHz,1601391908790885.0,1601392133391474.0,52.4,0.6
1601381632,2020-09-29 12:13:52,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392133395402.0,54.5,1.4
1601381634,2020-09-29 12:13:54,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392137932431.0,48.0,2.0
1601381636,2020-09-29 12:13:56,,1.0,FHSS,DJI Mavic Pro long,197,active,2440000000.0,ISM 2.4 GHz,1601391908790885.0,1601392138391475.0,,
1601381636,2020-09-29 12:13:56,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392138385403.0,,
1601381636,2020-09-29 12:13:56,,1.0,FHSS,Hubsan,200,active,2440000000.0,ISM 2.4 GHz,1601391914062667.0,1601392138004755.0,,
1601381639,2020-09-29 12:13:59,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392142568746.0,48.0,2.0
1601381641,2020-09-29 12:14:01,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601392143310920.0,,
1601381641,2020-09-29 12:14:01,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392142575405.0,53.5,2.6
1601381641,2020-09-29 12:14:01,,1.0,FHSS,DJI Mavic Pro short,199,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392143035406.0,,
1601381644,2020-09-29 12:14:04,,1.0,,DJI OcuSync,281474977710659,active,2410500000.0,ISM 2.4 GHz,1601391914335300.0,1601392147227169.0,48.0,2.0
1601381658,2020-09-29 12:14:18,,1.0,,DJI OcuSync,281474977710660,active,2406500000.0,ISM 2.4 GHz,1601392161270569.0,1601392161270569.0,,
1601381662,2020-09-29 12:14:22,,1.0,,DJI OcuSync,281474977710660,active,2406500000.0,ISM 2.4 GHz,1601392161270569.0,1601392165615680.0,51.0,3.0
1601381667,2020-09-29 12:14:27,,1.0,,DJI OcuSync,281474977710660,active,2406500000.0,ISM 2.4 GHz,1601392161270569.0,1601392170363260.0,51.0,3.0
1601381671,2020-09-29 12:14:31,,1.0,,DJI OcuSync,281474977710660,active,2406500000.0,ISM 2.4 GHz,1601392161270569.0,1601392175153145.0,52.0,6.0
1601381673,2020-09-29 12:14:33,,0.0,FHSS,Cheerson Leopard 2,205,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601392174720654.0,,
1601381673,2020-09-29 12:14:33,,1.0,FHSS,DJI Mavic Mini,206,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601392174719339.0,,
1601381676,2020-09-29 12:14:36,,1.0,,DJI OcuSync,281474977710660,active,2406500000.0,ISM 2.4 GHz,1601392161270569.0,1601392179688851.0,52.0,6.0
1601381682,2020-09-29 12:14:42,,0.0,FHSS,Cheerson Leopard 2,205,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601392179699919.0,138.6,0.0
1601381682,2020-09-29 12:14:42,,1.0,FHSS,DJI Mavic Mini,206,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601392179723596.0,140.9,1.9
1601381684,2020-09-29 12:14:44,,0.0,FHSS,Cheerson Leopard 2,205,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601392185432001.0,76.8,0.0
1601381684,2020-09-29 12:14:44,,1.0,FHSS,DJI Mavic Mini,206,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601392185798628.0,56.5,0.3
1601381685,2020-09-29 12:14:45,,0.0,FHSS,Cheerson Leopard 2,205,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601392187126151.0,,
1601381685,2020-09-29 12:14:45,,1.0,FHSS,DJI Mavic Mini,206,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601392187204413.0,,
1601381686,2020-09-29 12:14:46,,1.0,,DJI OcuSync,281474977710660,active,2406500000.0,ISM 2.4 GHz,1601392161270569.0,1601392189885923.0,52.0,6.0
1601381688,2020-09-29 12:14:48,,0.0,FHSS,,207,active,2440000000.0,ISM 2.4 GHz,1601391813897627.0,1601392189459426.0,,
1601381688,2020-09-29 12:14:48,,1.0,FHSS,DJI Mavic Pro long,208,active,2440000000.0,ISM 2.4 GHz,1601391908790885.0,1601392189406146.0,,
1601381688,2020-09-29 12:14:48,,1.0,FHSS,DJI Mavic Pro short,209,active,2440000000.0,ISM 2.4 GHz,1601391908794885.0,1601392189450074.0,,
1601381691,2020-09-29 12:14:51,,1.0,,DJI OcuSync,281474977710660,active,2406500000.0,ISM 2.4 GHz,1601392161270569.0,1601392194880826.0,52.0,6.0
1601381693,2020-09-29 12:14:53,,1.0,FHSS,DJI Mavic Mini,206,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601392194862121.0,148.5,7.2
1601381693,2020-09-29 12:14:53,,0.0,FHSS,Cheerson Leopard 2,205,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601392194849397.0,328.5,0.0
1601381696,2020-09-29 12:14:56,,1.0,,DJI OcuSync,281474977710660,active,2406500000.0,ISM 2.4 GHz,1601392161270569.0,1601392199357054.0,52.0,6.0
1601381697,2020-09-29 12:14:57,,0.0,FHSS,Cheerson Leopard 2,205,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601392198051500.0,,
