total in seconds,datetime(utc),channels,VenusTriggerVenusName_isThreat,VenusTriggerLinkType_Uplink,VenusTrigger_VenusName,VenusTrigger_RadioId,VenusTrigge_LifeStatus,VenusTrigger_Frequency,VenusTrigge_FrequencyBand,VenusTrigger_OnAirStartTime,VenusTrigger_StopTime,VenusTrigger_Azimuth,VenusTrigger_Deviation
1601455133,2020-09-30 08:38:53,,0.0,FHSS,,43,active,5795000000.0,ISM 5.8 GHz,1601463524657441.0,1601463662920434.0,52.4,1.4
1601455135,2020-09-30 08:38:55,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463667092712.0,59.0,3.0
1601455135,2020-09-30 08:38:55,,1.0,,DJI OcuSync,281474977710657,active,5750000000.0,ISM 5.8 GHz,1601463488462937.0,1601463667243816.0,54.0,4.0
1601455135,2020-09-30 08:38:55,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463665290472.0,66.3,0.1
1601455136,2020-09-30 08:38:56,,0.0,FHSS,Cheerson Leopard 2,32,active,2440000000.0,ISM 2.4 GHz,1601461441385552.0,1601463665832577.0,321.4,0.0
1601455136,2020-09-30 08:38:56,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463666529515.0,,
1601455137,2020-09-30 08:38:57,,0.0,FHSS,,43,active,5795000000.0,ISM 5.8 GHz,1601463524657441.0,1601463667320436.0,53.9,0.3
1601455137,2020-09-30 08:38:57,,0.0,FHSS,,44,active,5795000000.0,ISM 5.8 GHz,1601463524648441.0,1601463667330435.0,54.1,0.3
1601455137,2020-09-30 08:38:57,,1.0,FHSS,Hubsan,39,active,2440000000.0,ISM 2.4 GHz,1601463465357415.0,1601463667058579.0,55.8,1.4
1601455140,2020-09-30 08:39:00,,1.0,,DJI OcuSync,281474977710657,active,5750000000.0,ISM 5.8 GHz,1601463488462937.0,1601463672018773.0,54.0,4.0
1601455140,2020-09-30 08:39:00,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463671819246.0,59.0,3.0
1601455142,2020-09-30 08:39:02,,0.0,FHSS,,38,active,2440000000.0,ISM 2.4 GHz,1601463455400335.0,1601463671835584.0,,
1601455142,2020-09-30 08:39:02,,0.0,FHSS,,40,active,2440000000.0,ISM 2.4 GHz,1601463219989435.0,1601463671829585.0,,
1601455142,2020-09-30 08:39:02,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463671566344.0,,
1601455142,2020-09-30 08:39:02,,1.0,FHSS,Hubsan,39,active,2440000000.0,ISM 2.4 GHz,1601463465357415.0,1601463671839584.0,,
1601455143,2020-09-30 08:39:03,,0.0,FHSS,,34,active,2440000000.0,ISM 2.4 GHz,1601462886278761.0,1601463673565007.0,53.4,1.2
1601455143,2020-09-30 08:39:03,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463673684213.0,60.0,1.7
1601455143,2020-09-30 08:39:03,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463673696346.0,55.7,3.9
1601455143,2020-09-30 08:39:03,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463673651194.0,54.8,3.4
1601455144,2020-09-30 08:39:04,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463674701745.0,58.9,4.0
1601455144,2020-09-30 08:39:04,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463674610897.0,58.3,3.4
1601455144,2020-09-30 08:39:04,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463674541694.0,57.3,5.1
1601455144,2020-09-30 08:39:04,,0.0,FHSS,,34,active,2440000000.0,ISM 2.4 GHz,1601462886278761.0,1601463674412566.0,61.7,0.5
1601455144,2020-09-30 08:39:04,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463676229778.0,54.0,7.0
1601455144,2020-09-30 08:39:04,,0.0,FHSS,,35,active,2440000000.0,ISM 2.4 GHz,1601461435201942.0,1601463674686879.0,58.2,4.2
1601455146,2020-09-30 08:39:06,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463675898097.0,,
1601455146,2020-09-30 08:39:06,,0.0,FHSS,,35,active,2440000000.0,ISM 2.4 GHz,1601461435201942.0,1601463675681620.0,59.5,2.3
1601455146,2020-09-30 08:39:06,,0.0,FHSS,,38,active,2440000000.0,ISM 2.4 GHz,1601463455400335.0,1601463676195589.0,50.6,1.2
1601455146,2020-09-30 08:39:06,,0.0,FHSS,,40,active,2440000000.0,ISM 2.4 GHz,1601463219989435.0,1601463676199589.0,51.6,1.5
1601455146,2020-09-30 08:39:06,,0.0,FHSS,,45,active,2440000000.0,ISM 2.4 GHz,1601462520741364.0,1601463675518484.0,49.6,15.0
1601455146,2020-09-30 08:39:06,,0.0,FHSS,,46,active,2440000000.0,ISM 2.4 GHz,1601463664756248.0,1601463675571107.0,47.1,15.0
1601455146,2020-09-30 08:39:06,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463675824956.0,,
1601455146,2020-09-30 08:39:06,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463675677637.0,61.5,1.9
1601455146,2020-09-30 08:39:06,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463676066348.0,52.6,0.8
1601455149,2020-09-30 08:39:09,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463680833678.0,54.0,7.0
1601455153,2020-09-30 08:39:13,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463684511769.0,54.0,7.0
1601455153,2020-09-30 08:39:13,,1.0,,DJI OcuSync,281474977710657,active,5750000000.0,ISM 5.8 GHz,1601463488462937.0,1601463684684511.0,54.0,4.0
1601455153,2020-09-30 08:39:13,,0.0,FHSS,,38,active,2440000000.0,ISM 2.4 GHz,1601463455400335.0,1601463680855592.0,,
1601455153,2020-09-30 08:39:13,,0.0,FHSS,,40,active,2440000000.0,ISM 2.4 GHz,1601463219989435.0,1601463680859592.0,,
1601455153,2020-09-30 08:39:13,,0.0,FHSS,,46,active,2440000000.0,ISM 2.4 GHz,1601463664756248.0,1601463680689971.0,48.4,0.0
1601455153,2020-09-30 08:39:13,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463680826352.0,43.3,0.0
1601455154,2020-09-30 08:39:14,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463682011194.0,,
1601455154,2020-09-30 08:39:14,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463682010353.0,,
1601455154,2020-09-30 08:39:14,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463686146463.0,54.0,7.0
1601455154,2020-09-30 08:39:14,,1.0,,DJI OcuSync,281474977710657,active,5750000000.0,ISM 5.8 GHz,1601463488462937.0,1601463686308931.0,54.0,4.0
1601455156,2020-09-30 08:39:16,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463686130356.0,58.5,0.0
1601455156,2020-09-30 08:39:16,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463685610356.0,63.3,0.0
1601455156,2020-09-30 08:39:16,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463686722788.0,59.9,0.0
1601455156,2020-09-30 08:39:16,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463685711196.0,57.8,1.4
1601455157,2020-09-30 08:39:17,,0.0,FHSS,,35,active,2440000000.0,ISM 2.4 GHz,1601461435201942.0,1601463687051433.0,6.3,15.0
1601455157,2020-09-30 08:39:17,,0.0,FHSS,Cheerson Leopard 2,32,active,2440000000.0,ISM 2.4 GHz,1601461441385552.0,1601463687067784.0,316.2,0.0
1601455157,2020-09-30 08:39:17,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463687047122.0,,
1601455157,2020-09-30 08:39:17,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463686801194.0,59.1,3.0
1601455157,2020-09-30 08:39:17,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463687061195.0,56.9,1.1
1601455157,2020-09-30 08:39:17,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463686796357.0,,
1601455157,2020-09-30 08:39:17,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463687070356.0,56.8,1.0
1601455159,2020-09-30 08:39:19,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463690903409.0,53.0,8.0
1601455161,2020-09-30 08:39:21,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463690936362.0,,
1601455161,2020-09-30 08:39:21,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463691720362.0,58.3,0.0
1601455163,2020-09-30 08:39:23,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463695374586.0,64.0,4.0
1601455163,2020-09-30 08:39:23,,0.0,FHSS,,35,active,2440000000.0,ISM 2.4 GHz,1601461435201942.0,1601463692798509.0,64.2,4.8
1601455163,2020-09-30 08:39:23,,0.0,FHSS,,45,active,2440000000.0,ISM 2.4 GHz,1601462520741364.0,1601463692191194.0,272.2,0.0
1601455163,2020-09-30 08:39:23,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463692811196.0,62.8,8.9
1601455163,2020-09-30 08:39:23,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463692836363.0,59.9,2.1
1601455164,2020-09-30 08:39:24,,0.0,FHSS,,35,active,2440000000.0,ISM 2.4 GHz,1601461435201942.0,1601463693798514.0,55.3,0.2
1601455164,2020-09-30 08:39:24,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463693790364.0,61.6,2.7
1601455165,2020-09-30 08:39:25,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463695036365.0,65.7,0.0
1601455165,2020-09-30 08:39:25,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463695271196.0,,
1601455165,2020-09-30 08:39:25,,0.0,FHSS,,46,active,2440000000.0,ISM 2.4 GHz,1601463664756248.0,1601463694967094.0,57.5,0.2
1601455165,2020-09-30 08:39:25,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463694847196.0,59.0,1.7
1601455165,2020-09-30 08:39:25,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463695031195.0,60.1,3.3
1601455166,2020-09-30 08:39:26,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463695330364.0,,
1601455170,2020-09-30 08:39:30,,0.0,FHSS,,40,active,2440000000.0,ISM 2.4 GHz,1601463219989435.0,1601463699949611.0,62.0,2.7
1601455170,2020-09-30 08:39:30,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463700121194.0,57.8,1.5
1601455170,2020-09-30 08:39:30,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463700150368.0,59.6,1.9
1601455172,2020-09-30 08:39:32,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463702237194.0,66.0,6.5
1601455172,2020-09-30 08:39:32,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463702190371.0,63.9,5.6
1601455173,2020-09-30 08:39:33,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463704848486.0,62.0,3.0
1601455173,2020-09-30 08:39:33,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463703188396.0,70.6,8.7
1601455173,2020-09-30 08:39:33,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463703251194.0,72.8,8.2
1601455173,2020-09-30 08:39:33,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463703230369.0,60.9,5.2
1601455174,2020-09-30 08:39:34,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463704386373.0,,
1601455174,2020-09-30 08:39:34,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463703281799.0,,
1601455175,2020-09-30 08:39:35,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463704716373.0,62.0,1.7
1601455183,2020-09-30 08:39:43,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463714920951.0,62.0,3.0
1601455183,2020-09-30 08:39:43,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463709641195.0,57.1,3.2
1601455184,2020-09-30 08:39:44,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463710797196.0,,
1601455186,2020-09-30 08:39:46,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463715956062.0,,
1601455188,2020-09-30 08:39:48,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463719484690.0,60.0,3.0
1601455189,2020-09-30 08:39:49,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463719466385.0,61.5,2.9
1601455190,2020-09-30 08:39:50,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463720460386.0,61.3,0.8
1601455190,2020-09-30 08:39:50,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463720447196.0,61.8,1.0
1601455190,2020-09-30 08:39:50,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463720067196.0,62.9,1.3
1601455190,2020-09-30 08:39:50,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463720176386.0,,
1601455190,2020-09-30 08:39:50,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463720064162.0,57.3,0.0
1601455190,2020-09-30 08:39:50,,0.0,FHSS,Cheerson Leopard 2,32,active,2440000000.0,ISM 2.4 GHz,1601461441385552.0,1601463720460798.0,,
1601455190,2020-09-30 08:39:50,,0.0,FHSS,,35,active,2440000000.0,ISM 2.4 GHz,1601461435201942.0,1601463720439313.0,86.2,15.0
1601455190,2020-09-30 08:39:50,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463720453909.0,62.4,0.6
1601455194,2020-09-30 08:39:54,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463724205327.0,,
1601455194,2020-09-30 08:39:54,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463724506389.0,60.2,1.2
1601455195,2020-09-30 08:39:55,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463725306390.0,,
1601455195,2020-09-30 08:39:55,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463725017196.0,,
1601455196,2020-09-30 08:39:56,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463726510392.0,60.2,1.5
1601455196,2020-09-30 08:39:56,,0.0,FHSS,,45,active,2440000000.0,ISM 2.4 GHz,1601462520741364.0,1601463725902463.0,59.4,0.0
1601455196,2020-09-30 08:39:56,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463726264182.0,60.6,1.9
1601455196,2020-09-30 08:39:56,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463726397196.0,61.0,1.5
1601455197,2020-09-30 08:39:57,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463728954454.0,63.0,8.0
1601455197,2020-09-30 08:39:57,,0.0,FHSS,,45,active,2440000000.0,ISM 2.4 GHz,1601462520741364.0,1601463726798598.0,57.3,1.6
1601455197,2020-09-30 08:39:57,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463727496393.0,,
1601455199,2020-09-30 08:39:59,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463729436394.0,,
1601455199,2020-09-30 08:39:59,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463729461195.0,,
1601455199,2020-09-30 08:39:59,,0.0,FHSS,,35,active,2440000000.0,ISM 2.4 GHz,1601461435201942.0,1601463729561729.0,,
1601455199,2020-09-30 08:39:59,,0.0,FHSS,,45,active,2440000000.0,ISM 2.4 GHz,1601462520741364.0,1601463729560749.0,64.6,0.0
1601455202,2020-09-30 08:40:02,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463733961986.0,63.0,8.0
1601455204,2020-09-30 08:40:04,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463733946398.0,54.0,2.5
1601455204,2020-09-30 08:40:04,,0.0,FHSS,,40,active,2440000000.0,ISM 2.4 GHz,1601463219989435.0,1601463733909636.0,,
1601455206,2020-09-30 08:40:06,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463735970398.0,,
1601455207,2020-09-30 08:40:07,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463738507847.0,142.0,15.0
1601455211,2020-09-30 08:40:11,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463743225371.0,142.0,15.0
1601455216,2020-09-30 08:40:16,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463748156970.0,142.0,15.0
1601455216,2020-09-30 08:40:16,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463743246406.0,57.9,2.0
1601455218,2020-09-30 08:40:18,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463748146409.0,63.9,7.0
1601455220,2020-09-30 08:40:20,,1.0,,DJI OcuSync,281474977710656,active,2466500000.0,ISM 2.4 GHz,1601463455603024.0,1601463752372443.0,62.0,2.0
1601455220,2020-09-30 08:40:20,,0.0,FHSS,,45,active,2440000000.0,ISM 2.4 GHz,1601462520741364.0,1601463749849127.0,,
1601455220,2020-09-30 08:40:20,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,36,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601463749840411.0,62.1,1.0
1601455221,2020-09-30 08:40:21,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,37,active,2440000000.0,ISM 2.4 GHz,1601463475846718.0,1601463750881011.0,60.9,1.8
1601455221,2020-09-30 08:40:21,,1.0,,DJI OcuSync,281474977710659,active,2406500000.0,ISM 2.4 GHz,1601463752452443.0,1601463752452443.0,,
1601455221,2020-09-30 08:40:21,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463750880851.0,244.0,0.0
1601455222,2020-09-30 08:40:22,,1.0,FHSS,DJI Mavic Mini,33,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601463751965668.0,,
