total in seconds,datetime(utc),Diana_time,DianaSensorPosition_latitude_deg,DianaSensorPosition_longitude_deg,DianaSensorPosition_altitude_m,DianaTargets_band,DianaTarget_ID,DianaTargetsTargetSignal_snr_dB,DianaTargetsTargetSignal_bearing_deg,DianaTargetsTargetSignal_range_m,DianaTargetsTargetClassification_type,DianaTargetsTargetClassification_model,DianaTargetsTargetClassification_score,channels
1601387753,2020-09-29 13:55:53,,,,,,0.0,12.596581,31.080369,417.0,controller,Unknown,0.3,2
1601387753,2020-09-29 13:55:53,738063.7,51.519137,5.857951,31.0,3.0,0.0,23.603207,31.080369,117.0,controller,Unknown,0.366667,2
1601387753,2020-09-29 13:55:53,,,,,,0.0,24.178151,31.080369,110.0,controller,Unknown,0.334372,2
1601387756,2020-09-29 13:55:56,738063.7,51.519137,5.857951,31.0,1.0,0.0,18.703098,115.44372,206.0,controller,Unknown,0.3,0
1601387756,2020-09-29 13:55:56,,,,,,0.0,7.731147,115.44372,731.0,controller,Unknown,0.0,0
1601387759,2020-09-29 13:55:59,738063.7,51.519137,5.857951,31.0,2.0,16001.0,28.680184999999998,45.944181,65.0,aircraft,DJI-Phantom-4F,0.4,1
1601387759,2020-09-29 13:55:59,,,,,,1000.0,20.926785,45.944181,160.0,controller,DJI-MAVIC-2-PRO,0.4,1
1601387762,2020-09-29 13:56:02,,,,,,0.0,22.379924,55.52244,135.0,controller,Unknown,0.4,2
1601387762,2020-09-29 13:56:02,738063.7,51.519137,5.857951,31.0,3.0,1001.0,27.217471999999997,55.52244,77.0,aircraft,DJI-MAVIC-2-PRO,0.466667,2
1601387762,2020-09-29 13:56:02,,,,,,0.0,17.864154,55.52244,227.0,controller,Unknown,0.43333299999999997,2
1601387764,2020-09-29 13:56:04,738063.7,51.519137,5.857951,31.0,1.0,0.0,11.220507000000001,13.074002,489.0,controller,Unknown,0.0,0
1601387768,2020-09-29 13:56:08,,,,,,0.0,19.790188,60.218175,182.0,controller,Unknown,0.308496,1
1601387768,2020-09-29 13:56:08,738063.7,51.519137,5.857951,31.0,2.0,1001.0,20.735606,60.218175,163.0,aircraft,DJI-MAVIC-2-PRO,0.566667,1
1601387768,2020-09-29 13:56:08,,,,,,1000.0,22.426064999999998,60.218175,134.0,controller,DJI-MAVIC-2-PRO,0.457236,1
1601387771,2020-09-29 13:56:11,738063.7,51.519137,5.857951,31.0,3.0,0.0,21.185729000000002,28.745324,155.0,controller,Unknown,0.466667,2
1601387771,2020-09-29 13:56:11,,,,,,0.0,12.793594,28.745324,408.0,controller,Unknown,0.420676,2
1601387774,2020-09-29 13:56:14,738063.7,51.519137,5.857951,31.0,1.0,20000.0,17.622697,30.346502,234.0,controller,Wifi-Bluetooth,0.566667,0
1601387774,2020-09-29 13:56:14,,,,,,0.0,10.685417,30.346502,520.0,controller,Unknown,0.3,0
1601387778,2020-09-29 13:56:18,738063.7,51.519137,5.857951,31.0,2.0,1001.0,17.399033,67.399524,240.0,aircraft,DJI-MAVIC-2-PRO,0.5,1
1601387778,2020-09-29 13:56:18,,,,,,0.0,15.135995999999999,67.399524,311.0,controller,Unknown,0.43333299999999997,1
1601387778,2020-09-29 13:56:18,,,,,,0.0,11.706211999999999,67.399524,462.0,controller,Unknown,0.345856,1
1601387779,2020-09-29 13:56:19,738063.7,51.519137,5.857951,31.0,3.0,20000.0,16.94888,79.191517,252.0,controller,Wifi-Bluetooth,0.5,2
1601387783,2020-09-29 13:56:23,,,,,,0.0,13.124923999999998,22.285059,392.0,controller,Unknown,0.216286,0
1601387783,2020-09-29 13:56:23,738063.7,51.519137,5.857951,31.0,1.0,0.0,16.52766,22.285059,265.0,controller,Unknown,0.43333299999999997,0
1601387783,2020-09-29 13:56:23,,,,,,0.0,11.947121000000001,22.285059,449.0,controller,Unknown,0.3,0
1601387786,2020-09-29 13:56:26,738063.7,51.519137,5.857951,31.0,2.0,1.0,12.403902,66.207498,426.0,aircraft,Unknown,0.243025,1
1601387786,2020-09-29 13:56:26,,,,,,0.0,9.123114999999999,66.207498,622.0,controller,Unknown,0.24490900000000002,1
1601387786,2020-09-29 13:56:26,,,,,,0.0,8.872281,66.207498,641.0,controller,Unknown,0.279381,1
1601387788,2020-09-29 13:56:28,738063.7,51.519137,5.857951,31.0,3.0,0.0,14.551576,67.43837099999999,333.0,controller,Unknown,0.366667,2
1601387792,2020-09-29 13:56:32,,,,,,0.0,14.286786,140.001246,343.0,controller,Unknown,0.3,0
1601387792,2020-09-29 13:56:32,738063.7,51.519137,5.857951,31.0,1.0,0.0,16.512968,140.001246,265.0,controller,Unknown,0.366667,0
1601387792,2020-09-29 13:56:32,,,,,,16000.0,14.80539,140.001246,323.0,controller,DJI-Phantom-4F,0.666667,0
1601387795,2020-09-29 13:56:35,,,,,,0.0,7.4119350000000015,69.199251,758.0,controller,Unknown,0.23006100000000002,1
1601387795,2020-09-29 13:56:35,738063.7,51.519137,5.857951,31.0,2.0,1001.0,14.174437,69.199251,348.0,aircraft,DJI-MAVIC-2-PRO,0.7,1
1601387795,2020-09-29 13:56:35,,,,,,0.0,10.785581,69.199251,514.0,controller,Unknown,0.0,1
1601387798,2020-09-29 13:56:38,738063.7,51.519137,5.857951,31.0,3.0,0.0,17.589678,67.573515,234.0,controller,Unknown,0.3,2
1601387798,2020-09-29 13:56:38,,,,,,0.0,8.951503,67.573515,635.0,controller,Unknown,0.0,2
1601387801,2020-09-29 13:56:41,738063.7,51.519137,5.857951,31.0,1.0,0.0,13.971426000000001,129.54775700000002,356.0,controller,Unknown,0.266667,0
1601387801,2020-09-29 13:56:41,,,,,,0.0,6.2065480000000015,129.54775700000002,871.0,controller,Unknown,0.166667,0
1601387804,2020-09-29 13:56:44,738063.7,51.519137,5.857951,31.0,2.0,1001.0,16.740933,68.791426,259.0,aircraft,DJI-MAVIC-2-PRO,0.833333,1
1601387804,2020-09-29 13:56:44,,,,,,0.0,10.475381,68.791426,533.0,controller,Unknown,0.257936,1
1601387804,2020-09-29 13:56:44,,,,,,0.0,8.535453,68.791426,666.0,controller,Unknown,0.4,1
1601387806,2020-09-29 13:56:46,738063.7,51.519137,5.857951,31.0,3.0,0.0,7.765331,74.18959,728.0,controller,Unknown,0.0,2
1601387810,2020-09-29 13:56:50,738063.7,51.519137,5.857951,31.0,1.0,20000.0,14.629867,-23.541401999999998,330.0,controller,Wifi-Bluetooth,0.633333,0
1601387810,2020-09-29 13:56:50,,,,,,16000.0,13.912647,-23.541401999999998,358.0,controller,DJI-Phantom-4F,0.666667,0
1601387810,2020-09-29 13:56:50,,,,,,16000.0,12.64937,-23.541401999999998,415.0,controller,DJI-Phantom-4F,0.5,0
1601387813,2020-09-29 13:56:53,738063.7,51.519137,5.857951,31.0,2.0,1.0,17.409817,75.282392,239.0,aircraft,Unknown,0.266667,1
1601387813,2020-09-29 13:56:53,,,,,,0.0,11.644996,75.282392,465.0,controller,Unknown,0.23333299999999998,1
1601387815,2020-09-29 13:56:55,738063.7,51.519137,5.857951,31.0,3.0,,,,,,,,2
1601387819,2020-09-29 13:56:59,,,,,,0.0,11.013615,-25.674723999999998,501.0,controller,Unknown,0.339681,0
1601387819,2020-09-29 13:56:59,,,,,,0.0,10.873884,-25.674723999999998,509.0,controller,Unknown,0.366667,0
1601387819,2020-09-29 13:56:59,738063.7,51.519137,5.857951,31.0,1.0,0.0,11.164223,-25.674723999999998,492.0,controller,Unknown,0.305504,0
1601387822,2020-09-29 13:57:02,,,,,,0.0,11.131916,73.12930300000002,494.0,controller,Unknown,0.3,1
1601387822,2020-09-29 13:57:02,738063.7,51.519137,5.857951,31.0,2.0,1001.0,18.283332,73.12930300000002,216.0,aircraft,DJI-MAVIC-2-PRO,0.5,1
1601387825,2020-09-29 13:57:05,738063.7,51.519137,5.857951,31.0,3.0,1000.0,13.758560000000001,68.59937,365.0,controller,DJI-MAVIC-2-PRO,0.466667,2
1601387828,2020-09-29 13:57:08,738063.7,51.519137,5.857951,31.0,1.0,0.0,11.255097,137.98743000000002,487.0,controller,Unknown,0.266667,0
1601387828,2020-09-29 13:57:08,,,,,,1000.0,11.197215,137.98743000000002,490.0,controller,DJI-MAVIC-2-PRO,0.666667,0
1601387828,2020-09-29 13:57:08,,,,,,16000.0,10.853064999999999,137.98743000000002,510.0,controller,DJI-Phantom-4F,0.633333,0
1601387831,2020-09-29 13:57:11,738063.7,51.519137,5.857951,31.0,2.0,1.0,15.722067000000001,80.95649399999998,291.0,aircraft,Unknown,0.236051,1
1601387831,2020-09-29 13:57:11,,,,,,0.0,11.433762,80.95649399999998,477.0,controller,Unknown,0.133153,1
1601387833,2020-09-29 13:57:13,738063.7,51.519137,5.857951,31.0,3.0,1000.0,13.758560000000001,68.59937,365.0,controller,DJI-MAVIC-2-PRO,0.466667,2
1601387837,2020-09-29 13:57:17,,,,,,0.0,9.185753,24.329647,618.0,controller,Unknown,0.333333,0
1601387837,2020-09-29 13:57:17,738063.7,51.519137,5.857951,31.0,1.0,20000.0,19.02101,24.329647,199.0,controller,Wifi-Bluetooth,0.533333,0
1601387839,2020-09-29 13:57:19,738063.7,51.519137,5.857951,31.0,2.0,1001.0,14.930545,70.189988,319.0,aircraft,DJI-MAVIC-2-PRO,0.633333,1
1601387843,2020-09-29 13:57:23,738063.7,51.519137,5.857951,31.0,3.0,1.0,15.803791,81.319129,288.0,aircraft,Unknown,0.199147,2
1601387843,2020-09-29 13:57:23,,,,,,0.0,11.56751,81.319129,470.0,controller,Unknown,0.266667,2
1601387846,2020-09-29 13:57:26,738063.7,51.519137,5.857951,31.0,1.0,20000.0,20.107338000000002,22.618648,175.0,controller,Wifi-Bluetooth,0.733333,0
1601387846,2020-09-29 13:57:26,,,,,,0.0,12.019785,22.618648,446.0,controller,Unknown,0.266667,0
1601387846,2020-09-29 13:57:26,,,,,,0.0,9.486594,22.618648,597.0,controller,Unknown,0.355618,0
1601387849,2020-09-29 13:57:29,738063.7,51.519137,5.857951,31.0,2.0,1.0,9.448049000000001,70.565033,599.0,aircraft,Unknown,0.19509500000000002,1
1601387849,2020-09-29 13:57:29,,,,,,0.0,10.736058,70.565033,517.0,controller,Unknown,0.29693600000000003,1
1601387851,2020-09-29 13:57:31,738063.7,51.519137,5.857951,31.0,3.0,1.0,16.522225,80.369398,265.0,aircraft,Unknown,0.43333299999999997,2
1601387855,2020-09-29 13:57:35,738063.7,51.519137,5.857951,31.0,1.0,0.0,18.783146,23.294937,204.0,controller,Unknown,0.166986,0
1601387855,2020-09-29 13:57:35,,,,,,0.0,13.194626999999999,23.294937,389.0,controller,Unknown,0.174843,0
1601387855,2020-09-29 13:57:35,,,,,,0.0,8.736555000000001,23.294937,651.0,controller,Unknown,0.0,0
1601387857,2020-09-29 13:57:37,738063.7,51.519137,5.857951,31.0,2.0,1001.0,12.949748,70.280057,400.0,aircraft,DJI-MAVIC-2-PRO,0.566667,1
1601387860,2020-09-29 13:57:40,738063.7,51.519137,5.857951,31.0,3.0,1.0,16.522225,80.369398,265.0,aircraft,Unknown,0.43333299999999997,2
1601387863,2020-09-29 13:57:43,738063.7,51.519137,5.857951,31.0,1.0,0.0,19.366079,24.805549,191.0,controller,Unknown,0.177489,0
1601387867,2020-09-29 13:57:47,,,,,,0.0,9.70764,70.37185600000002,582.0,controller,Unknown,0.318245,1
1601387867,2020-09-29 13:57:47,,,,,,0.0,9.20777,70.37185600000002,616.0,controller,Unknown,0.0,1
1601387867,2020-09-29 13:57:47,738063.7,51.519137,5.857951,31.0,2.0,1.0,10.255106,70.37185600000002,546.0,aircraft,Unknown,0.0,1
1601387870,2020-09-29 13:57:50,738063.7,51.519137,5.857951,31.0,3.0,0.0,7.154111,70.29531800000001,781.0,controller,Unknown,0.2,2
1601387870,2020-09-29 13:57:50,,,,,,0.0,6.3589660000000015,70.29531800000001,856.0,controller,Unknown,0.311741,2
1601387870,2020-09-29 13:57:50,,,,,,0.0,6.739859,70.29531800000001,819.0,controller,Unknown,0.23333299999999998,2
1601387873,2020-09-29 13:57:53,738063.7,51.519137,5.857951,31.0,1.0,1.0,12.827011,108.930944,406.0,aircraft,Unknown,0.319029,0
1601387873,2020-09-29 13:57:53,,,,,,0.0,20.149233,108.930944,175.0,controller,Unknown,0.21071399999999998,0
1601387873,2020-09-29 13:57:53,,,,,,0.0,11.857842,108.930944,454.0,controller,Unknown,0.196668,0
1601387875,2020-09-29 13:57:55,738063.7,51.519137,5.857951,31.0,2.0,,,,,,,,1
1601387878,2020-09-29 13:57:58,738063.7,51.519137,5.857951,31.0,3.0,,,,,,,,2
1601387882,2020-09-29 13:58:02,,,,,,0.0,20.476956,11.706905,168.0,controller,Unknown,0.333333,0
1601387882,2020-09-29 13:58:02,,,,,,16000.0,10.96809,11.706905,503.0,controller,DJI-Phantom-4F,0.766667,0
1601387882,2020-09-29 13:58:02,738063.7,51.519137,5.857951,31.0,1.0,11001.0,23.574468,11.706905,117.0,aircraft,Parrot-ANAFI,0.533333,0
1601387885,2020-09-29 13:58:05,,,,,,16000.0,7.1404570000000005,74.712867,782.0,controller,DJI-Phantom-4F,0.43333299999999997,1
1601387885,2020-09-29 13:58:05,738063.7,51.519137,5.857951,31.0,2.0,1000.0,7.5979470000000005,74.712867,742.0,controller,DJI-MAVIC-2-PRO,0.501313,1
1601387887,2020-09-29 13:58:07,738063.7,51.519137,5.857951,31.0,3.0,0.0,11.035150999999999,-10.12359,499.0,controller,Unknown,0.23828000000000002,2
1601387891,2020-09-29 13:58:11,738063.7,51.519137,5.857951,31.0,1.0,0.0,11.743681,143.78691,460.0,controller,Unknown,0.3,0
1601387891,2020-09-29 13:58:11,,,,,,0.0,10.531998,143.78691,529.0,controller,Unknown,0.333333,0
1601387891,2020-09-29 13:58:11,,,,,,0.0,10.129542,143.78691,554.0,controller,Unknown,0.419476,0
1601387894,2020-09-29 13:58:14,738063.7,51.519137,5.857951,31.0,2.0,1.0,15.223363,82.656384,308.0,aircraft,Unknown,0.43333299999999997,1
1601387894,2020-09-29 13:58:14,,,,,,0.0,10.579647999999999,82.656384,526.0,controller,Unknown,0.269353,1
1601387894,2020-09-29 13:58:14,,,,,,0.0,10.414398,82.656384,536.0,controller,Unknown,0.133153,1
1601387896,2020-09-29 13:58:16,738063.7,51.519137,5.857951,31.0,3.0,0.0,13.980291000000001,9.65439,356.0,controller,Unknown,0.23333299999999998,2
1601387900,2020-09-29 13:58:20,,,,,,0.0,8.824411,40.265258,644.0,controller,Unknown,0.314207,0
1601387900,2020-09-29 13:58:20,,,,,,0.0,20.054735,40.265258,176.0,controller,Unknown,0.4,0
1601387900,2020-09-29 13:58:20,738063.7,51.519137,5.857951,31.0,1.0,1.0,29.038715000000003,40.265258,62.0,aircraft,Unknown,0.163099,0
1601387903,2020-09-29 13:58:23,738063.7,51.519137,5.857951,31.0,2.0,1.0,14.901232,82.24329399999998,320.0,aircraft,Unknown,0.333333,1
1601387903,2020-09-29 13:58:23,,,,,,1000.0,11.203401,82.24329399999998,490.0,controller,DJI-MAVIC-2-PRO,0.507606,1
1601387903,2020-09-29 13:58:23,,,,,,1000.0,11.29855,82.24329399999998,484.0,controller,DJI-MAVIC-2-PRO,0.475426,1
1601387905,2020-09-29 13:58:25,738063.7,51.519137,5.857951,31.0,3.0,0.0,11.097707000000002,69.936752,496.0,controller,Unknown,0.266667,2
1601387910,2020-09-29 13:58:30,738063.7,51.519137,5.857951,31.0,1.0,0.0,14.656698,19.861335999999998,329.0,controller,Unknown,0.17663299999999998,0
1601387910,2020-09-29 13:58:30,,,,,,0.0,12.942808,19.861335999999998,401.0,controller,Unknown,0.196668,0
1601387910,2020-09-29 13:58:30,,,,,,1000.0,10.131977000000001,19.861335999999998,554.0,controller,DJI-MAVIC-2-PRO,0.566667,0
1601387912,2020-09-29 13:58:32,,,,,,0.0,9.880808,78.86715,570.0,controller,Unknown,0.15746,1
1601387912,2020-09-29 13:58:32,,,,,,0.0,11.068972,78.86715,497.0,controller,Unknown,0.240204,1
1601387912,2020-09-29 13:58:32,738063.7,51.519137,5.857951,31.0,2.0,1.0,15.584221,78.86715,296.0,aircraft,Unknown,0.2,1
1601387915,2020-09-29 13:58:35,738063.7,51.519137,5.857951,31.0,3.0,0.0,16.647000000000002,85.571007,261.0,controller,Unknown,0.0,2
1601387915,2020-09-29 13:58:35,,,,,,1.0,13.663353,85.571007,369.0,aircraft,Unknown,0.333333,2
1601387918,2020-09-29 13:58:38,738063.7,51.519137,5.857951,31.0,1.0,0.0,12.139567999999999,129.563177,440.0,controller,Unknown,0.19497,0
1601387918,2020-09-29 13:58:38,,,,,,0.0,11.272461999999999,129.563177,486.0,controller,Unknown,0.366667,0
1601387918,2020-09-29 13:58:38,,,,,,1000.0,8.036139,129.563177,705.0,controller,DJI-MAVIC-2-PRO,0.333333,0
1601387922,2020-09-29 13:58:42,738063.7,51.519137,5.857951,31.0,2.0,1001.0,14.244847,71.12491700000002,345.0,aircraft,DJI-MAVIC-2-PRO,0.43333299999999997,1
1601387922,2020-09-29 13:58:42,,,,,,0.0,11.806625,71.12491700000002,457.0,controller,Unknown,0.375019,1
1601387922,2020-09-29 13:58:42,,,,,,0.0,10.340133,71.12491700000002,541.0,controller,Unknown,0.36380100000000004,1
1601387924,2020-09-29 13:58:44,,,,,,1000.0,23.808608,90.459725,114.0,controller,DJI-MAVIC-2-PRO,0.8,2
1601387924,2020-09-29 13:58:44,738063.7,51.519137,5.857951,31.0,3.0,1001.0,16.182204000000002,90.459725,276.0,aircraft,DJI-MAVIC-2-PRO,0.5109640000000001,2
1601387924,2020-09-29 13:58:44,,,,,,0.0,16.959069,90.459725,252.0,controller,Unknown,0.266667,2
1601387927,2020-09-29 13:58:47,738063.7,51.519137,5.857951,31.0,1.0,0.0,21.304705,95.914114,153.0,controller,Unknown,0.23333299999999998,0
1601387927,2020-09-29 13:58:47,,,,,,0.0,19.935226999999998,95.914114,179.0,controller,Unknown,0.376837,0
1601387927,2020-09-29 13:58:47,,,,,,0.0,20.084723999999998,95.914114,176.0,controller,Unknown,0.36438899999999996,0
1601387930,2020-09-29 13:58:50,738063.7,51.519137,5.857951,31.0,2.0,1.0,21.303168,11.330352,153.0,aircraft,Unknown,0.466667,1
1601387930,2020-09-29 13:58:50,,,,,,1000.0,24.810163,11.330352,102.0,controller,DJI-MAVIC-2-PRO,0.54925,1
1601387930,2020-09-29 13:58:50,,,,,,0.0,13.156832999999999,11.330352,391.0,controller,Unknown,0.178046,1
1601387935,2020-09-29 13:58:55,738063.7,51.519137,5.857951,31.0,1.0,0.0,6.842257000000001,129.974401,809.0,controller,Unknown,0.357486,0
1601387939,2020-09-29 13:58:59,,,,,,1000.0,27.29123400000001,96.358869,76.0,controller,DJI-MAVIC-2-PRO,0.587318,1
1601387939,2020-09-29 13:58:59,738063.7,51.519137,5.857951,31.0,2.0,1001.0,22.407311,96.358869,134.0,aircraft,DJI-MAVIC-2-PRO,0.633333,1
1601387939,2020-09-29 13:58:59,,,,,,1000.0,27.304032,96.358869,76.0,controller,DJI-MAVIC-2-PRO,0.457236,1
1601387942,2020-09-29 13:59:02,738063.7,51.519137,5.857951,31.0,3.0,0.0,20.596985,88.21169599999998,166.0,controller,Unknown,0.23333299999999998,2
1601387942,2020-09-29 13:59:02,,,,,,1001.0,17.119163,88.21169599999998,248.0,aircraft,DJI-MAVIC-2-PRO,0.533333,2
1601387945,2020-09-29 13:59:05,738063.7,51.519137,5.857951,31.0,1.0,1000.0,28.064767,98.51522,70.0,controller,DJI-MAVIC-2-PRO,0.7,0
1601387945,2020-09-29 13:59:05,,,,,,0.0,27.966525,98.51522,71.0,controller,Unknown,0.43333299999999997,0
1601387945,2020-09-29 13:59:05,,,,,,1000.0,27.939367999999998,98.51522,71.0,controller,DJI-MAVIC-2-PRO,0.490766,0
1601387948,2020-09-29 13:59:08,738063.7,51.519137,5.857951,31.0,2.0,1001.0,16.326499,70.88462,271.0,aircraft,DJI-MAVIC-2-PRO,0.633333,1
1601387948,2020-09-29 13:59:08,,,,,,0.0,7.8653559999999985,70.88462,719.0,controller,Unknown,0.2,1
1601387951,2020-09-29 13:59:11,,,,,,1000.0,22.497949,9.403737,133.0,controller,DJI-MAVIC-2-PRO,0.487353,2
1601387951,2020-09-29 13:59:11,738063.7,51.519137,5.857951,31.0,3.0,1.0,19.811087,9.403737,181.0,aircraft,Unknown,0.439916,2
1601387955,2020-09-29 13:59:15,738063.7,51.519137,5.857951,31.0,1.0,1000.0,30.416753000000003,99.133025,53.0,controller,DJI-MAVIC-2-PRO,0.7,0
1601387955,2020-09-29 13:59:15,,,,,,1000.0,29.688304,99.133025,58.0,controller,DJI-MAVIC-2-PRO,0.538845,0
1601387955,2020-09-29 13:59:15,,,,,,1000.0,29.75162700000001,99.133025,57.0,controller,DJI-MAVIC-2-PRO,0.5400560000000001,0
1601387958,2020-09-29 13:59:18,738063.7,51.519137,5.857951,31.0,2.0,1000.0,30.978076,96.920074,50.0,controller,DJI-MAVIC-2-PRO,0.531674,1
1601387958,2020-09-29 13:59:18,,,,,,1000.0,30.540209,96.920074,52.0,controller,DJI-MAVIC-2-PRO,0.587318,1
1601387958,2020-09-29 13:59:18,,,,,,1000.0,30.334209,96.920074,54.0,controller,DJI-MAVIC-2-PRO,0.504923,1
1601387960,2020-09-29 13:59:20,,,,,,0.0,6.9636020000000025,2.4741880000000003,798.0,controller,Unknown,0.0,2
1601387960,2020-09-29 13:59:20,738063.7,51.519137,5.857951,31.0,3.0,1001.0,16.916934,2.4741880000000003,253.0,aircraft,DJI-MAVIC-2-PRO,0.733333,2
1601387960,2020-09-29 13:59:20,,,,,,0.0,8.164431,2.4741880000000003,695.0,controller,Unknown,0.333333,2
1601387963,2020-09-29 13:59:23,,,,,,11000.0,7.862158,12.866422,720.0,controller,Parrot-ANAFI,0.5,0
1601387963,2020-09-29 13:59:23,738063.7,51.519137,5.857951,31.0,1.0,20000.0,19.411025,12.866422,190.0,controller,Wifi-Bluetooth,0.5,0
1601387963,2020-09-29 13:59:23,,,,,,0.0,8.248728999999999,12.866422,688.0,controller,Unknown,0.395264,0
1601387966,2020-09-29 13:59:26,738063.7,51.519137,5.857951,31.0,2.0,1001.0,28.370386,94.680079,67.0,aircraft,DJI-MAVIC-2-PRO,0.633333,1
1601387966,2020-09-29 13:59:26,,,,,,0.0,26.747346000000004,94.680079,81.0,controller,Unknown,0.4433220000000001,1
1601387966,2020-09-29 13:59:26,,,,,,0.0,12.744805,94.680079,410.0,controller,Unknown,0.285987,1
1601387969,2020-09-29 13:59:29,738063.7,51.519137,5.857951,31.0,3.0,1.0,19.841606,8.040299000000001,181.0,aircraft,Unknown,0.4333770000000001,2
1601387969,2020-09-29 13:59:29,,,,,,1001.0,15.140504,8.040299000000001,311.0,aircraft,DJI-MAVIC-2-PRO,0.733333,2
1601387972,2020-09-29 13:59:32,738063.7,51.519137,5.857951,31.0,1.0,0.0,25.688702,93.98659,92.0,controller,Unknown,0.366667,0
1601387972,2020-09-29 13:59:32,,,,,,1000.0,26.727815000000003,93.98659,82.0,controller,DJI-MAVIC-2-PRO,0.5539850000000001,0
1601387972,2020-09-29 13:59:32,,,,,,0.0,24.248501,93.98659,109.0,controller,Unknown,0.37802800000000003,0
1601387976,2020-09-29 13:59:36,738063.7,51.519137,5.857951,31.0,2.0,1.0,22.810307,93.112128,128.0,aircraft,Unknown,0.23333299999999998,1
1601387976,2020-09-29 13:59:36,,,,,,1000.0,27.519890999999998,93.112128,74.0,controller,DJI-MAVIC-2-PRO,0.587318,1
1601387976,2020-09-29 13:59:36,,,,,,0.0,11.098983,93.112128,496.0,controller,Unknown,0.2,1
1601387978,2020-09-29 13:59:38,,,,,,1001.0,16.738736,72.04949599999998,259.0,aircraft,DJI-MAVIC-2-PRO,0.766667,2
1601387978,2020-09-29 13:59:38,738063.7,51.519137,5.857951,31.0,3.0,1001.0,14.613693,72.04949599999998,331.0,aircraft,DJI-MAVIC-2-PRO,0.566667,2
