total in seconds,datetime(utc),channels,VenusTriggerVenusName_isThreat,VenusTriggerLinkType_Uplink,VenusTrigger_VenusName,VenusTrigger_RadioId,VenusTrigge_LifeStatus,VenusTrigger_Frequency,VenusTrigge_FrequencyBand,VenusTrigger_OnAirStartTime,VenusTrigger_StopTime,VenusTrigger_Azimuth,VenusTrigger_Deviation
1601387778,2020-09-29 13:56:18,,0.0,FHSS,,363,active,2440000000.0,ISM 2.4 GHz,1601395891057011.0,1601398280312463.0,198.9,0.0
1601387781,2020-09-29 13:56:21,,1.0,,DJI OcuSync,281474977710675,active,2446500000.0,ISM 2.4 GHz,1601398154006930.0,1601398285408243.0,75.0,7.0
1601387786,2020-09-29 13:56:26,,1.0,,DJI OcuSync,281474977710675,active,2446500000.0,ISM 2.4 GHz,1601398154006930.0,1601398289648670.0,327.0,2.0
1601387796,2020-09-29 13:56:36,,1.0,,DJI OcuSync,281474977710675,active,2446500000.0,ISM 2.4 GHz,1601398154006930.0,1601398299588627.0,327.0,2.0
1601387797,2020-09-29 13:56:37,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601398299495952.0,223.5,4.5
1601387798,2020-09-29 13:56:38,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601398300455193.0,228.1,0.0
1601387798,2020-09-29 13:56:38,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601398300449192.0,228.1,0.0
1601387800,2020-09-29 13:56:40,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601398302464595.0,,
1601387800,2020-09-29 13:56:40,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601398301469192.0,226.3,2.1
1601387800,2020-09-29 13:56:40,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601398301465194.0,224.5,2.6
1601387800,2020-09-29 13:56:40,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601398301449954.0,231.9,0.0
1601387800,2020-09-29 13:56:40,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601398301992833.0,,
1601387800,2020-09-29 13:56:40,,0.0,FHSS,,378,active,2440000000.0,ISM 2.4 GHz,1601397930345102.0,1601398301253498.0,278.9,15.0
1601387800,2020-09-29 13:56:40,,1.0,,DJI OcuSync,281474977710675,active,2446500000.0,ISM 2.4 GHz,1601398154006930.0,1601398304072384.0,223.0,7.0
1601387800,2020-09-29 13:56:40,,0.0,FHSS,,373,active,2440000000.0,ISM 2.4 GHz,1601397819505420.0,1601398301459193.0,225.9,3.6
1601387800,2020-09-29 13:56:40,,0.0,FHSS,,362,active,2440000000.0,ISM 2.4 GHz,1601397204971812.0,1601398300741463.0,228.0,0.0
1601387800,2020-09-29 13:56:40,,0.0,FHSS,,351,active,2440000000.0,ISM 2.4 GHz,1601395748658065.0,1601398301075191.0,227.3,3.2
1601387800,2020-09-29 13:56:40,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601398301889834.0,,
1601387800,2020-09-29 13:56:40,,0.0,FHSS,,373,active,2440000000.0,ISM 2.4 GHz,1601397819505420.0,1601398301883833.0,,
1601387807,2020-09-29 13:56:47,,1.0,,DJI OcuSync,281474977710675,active,2446500000.0,ISM 2.4 GHz,1601398154006930.0,1601398310827760.0,75.0,15.0
1601387807,2020-09-29 13:56:47,,1.0,FHSS,DJI Mavic Mini,346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398308976693.0,144.1,0.2
1601387807,2020-09-29 13:56:47,,1.0,FHSS,DJI Mavic Mini,346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398309289884.0,,
1601387811,2020-09-29 13:56:51,,1.0,,DJI OcuSync,281474977710675,active,2446500000.0,ISM 2.4 GHz,1601398154006930.0,1601398315147441.0,228.0,7.0
1601387815,2020-09-29 13:56:55,,0.0,FHSS,,378,active,2440000000.0,ISM 2.4 GHz,1601397930345102.0,1601398316922349.0,78.1,2.2
1601387816,2020-09-29 13:56:56,,1.0,,DJI OcuSync,281474977710675,active,2446500000.0,ISM 2.4 GHz,1601398154006930.0,1601398319731507.0,329.0,1.0
1601387816,2020-09-29 13:56:56,,0.0,FHSS,,362,active,2440000000.0,ISM 2.4 GHz,1601397204971812.0,1601398317926631.0,,
1601387816,2020-09-29 13:56:56,,0.0,FHSS,,378,active,2440000000.0,ISM 2.4 GHz,1601397930345102.0,1601398317968254.0,,
1601387817,2020-09-29 13:56:57,,0.0,FHSS,,381,active,2440000000.0,ISM 2.4 GHz,1601398035282848.0,1601398318861283.0,,
1601387817,2020-09-29 13:56:57,,0.0,FHSS,,382,active,2440000000.0,ISM 2.4 GHz,1601398293982675.0,1601398319175178.0,,
1601387820,2020-09-29 13:57:00,,1.0,,DJI OcuSync,281474977710675,active,2446500000.0,ISM 2.4 GHz,1601398154006930.0,1601398324234908.0,329.0,1.0
1601387823,2020-09-29 13:57:03,,0.0,FHSS,,368,active,2440000000.0,ISM 2.4 GHz,1601397198023582.0,1601398324196140.0,,
1601387824,2020-09-29 13:57:04,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398327067419.0,329.0,1.0
1601387824,2020-09-29 13:57:04,,0.0,FHSS,,352,active,2440000000.0,ISM 2.4 GHz,1601396356038447.0,1601398325329206.0,,
1601387827,2020-09-29 13:57:07,,0.0,FHSS,,378,active,2440000000.0,ISM 2.4 GHz,1601397930345102.0,1601398329054260.0,151.5,0.5
1601387828,2020-09-29 13:57:08,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398331531595.0,324.0,15.0
1601387828,2020-09-29 13:57:08,,0.0,FHSS,,362,active,2440000000.0,ISM 2.4 GHz,1601397204971812.0,1601398329672434.0,151.6,0.0
1601387828,2020-09-29 13:57:08,,0.0,FHSS,,368,active,2440000000.0,ISM 2.4 GHz,1601397198023582.0,1601398329986726.0,73.1,0.0
1601387832,2020-09-29 13:57:12,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398336184885.0,232.0,1.0
1601387838,2020-09-29 13:57:18,,0.0,FHSS,,363,active,2440000000.0,ISM 2.4 GHz,1601395891057011.0,1601398340036398.0,,
1601387839,2020-09-29 13:57:19,,0.0,FHSS,,362,active,2440000000.0,ISM 2.4 GHz,1601397204971812.0,1601398340651711.0,,
1601387846,2020-09-29 13:57:26,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398350041429.0,72.0,11.0
1601387848,2020-09-29 13:57:28,,0.0,FHSS,,378,active,2440000000.0,ISM 2.4 GHz,1601397930345102.0,1601398349500634.0,,
1601387851,2020-09-29 13:57:31,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398354281499.0,72.0,11.0
1601387855,2020-09-29 13:57:35,,1.0,FHSS,DJI Mavic Mini,346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398354619279.0,149.5,1.6
1601387856,2020-09-29 13:57:36,,1.0,FHSS,DJI Mavic Mini,346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398354957473.0,,
1601387858,2020-09-29 13:57:38,,0.0,FHSS,,374,active,2440000000.0,ISM 2.4 GHz,1601395664868329.0,1601398359986457.0,149.2,0.0
1601387858,2020-09-29 13:57:38,,1.0,FHSS,DJI Mavic Mini,346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398360013686.0,149.2,0.0
1601387860,2020-09-29 13:57:40,,0.0,FHSS,,374,active,2440000000.0,ISM 2.4 GHz,1601395664868329.0,1601398362001987.0,,
1601387860,2020-09-29 13:57:40,,1.0,FHSS,DJI Mavic Mini,346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398362052124.0,151.2,0.2
1601387861,2020-09-29 13:57:41,,0.0,FHSS,Cheerson Leopard 2,383,active,2440000000.0,ISM 2.4 GHz,1601398360143745.0,1601398362954038.0,,
1601387861,2020-09-29 13:57:41,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398363186111.0,,
1601387862,2020-09-29 13:57:42,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601398363600008.0,77.4,3.1
1601387865,2020-09-29 13:57:45,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398368393230.0,332.0,1.0
1601387866,2020-09-29 13:57:46,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601398368356012.0,,
1601387869,2020-09-29 13:57:49,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398370607014.0,140.0,3.5
1601387869,2020-09-29 13:57:49,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398370607014.0,143.0,0.0
1601387869,2020-09-29 13:57:49,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398373142870.0,329.0,1.0
1601387869,2020-09-29 13:57:49,,0.0,FHSS,,362,active,2440000000.0,ISM 2.4 GHz,1601397204971812.0,1601398370593957.0,141.5,2.7
1601387870,2020-09-29 13:57:50,,0.0,FHSS,,374,active,2440000000.0,ISM 2.4 GHz,1601395664868329.0,1601398371590223.0,136.4,15.0
1601387870,2020-09-29 13:57:50,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398371605651.0,146.9,0.0
1601387871,2020-09-29 13:57:51,,0.0,FHSS,,368,active,2440000000.0,ISM 2.4 GHz,1601397198023582.0,1601398372604632.0,,
1601387871,2020-09-29 13:57:51,,0.0,FHSS,,374,active,2440000000.0,ISM 2.4 GHz,1601395664868329.0,1601398372525508.0,,
1601387871,2020-09-29 13:57:51,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398372601629.0,,
1601387871,2020-09-29 13:57:51,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601398372586015.0,327.1,3.6
1601387871,2020-09-29 13:57:51,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601398372750013.0,,
1601387874,2020-09-29 13:57:54,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398377767936.0,329.0,1.0
1601387878,2020-09-29 13:57:58,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398382394500.0,220.0,1.0
1601387883,2020-09-29 13:58:03,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398386947617.0,229.0,2.0
1601387886,2020-09-29 13:58:06,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601398386930024.0,149.3,0.0
1601387886,2020-09-29 13:58:06,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398390047416.0,229.0,2.0
1601387887,2020-09-29 13:58:07,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601398387966028.0,,
1601387891,2020-09-29 13:58:11,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398394785238.0,228.0,4.0
1601387896,2020-09-29 13:58:16,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398399377000.0,228.0,4.0
1601387896,2020-09-29 13:58:16,,1.0,,DJI OcuSync,281474977710677,active,2406500000.0,ISM 2.4 GHz,1601398399609033.0,1601398399609033.0,,
1601387900,2020-09-29 13:58:20,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398403768951.0,234.0,1.0
1601387900,2020-09-29 13:58:20,,1.0,,DJI OcuSync,281474977710677,active,2406500000.0,ISM 2.4 GHz,1601398399609033.0,1601398404010519.0,,
1601387905,2020-09-29 13:58:25,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398408390976.0,230.0,1.0
1601387906,2020-09-29 13:58:26,,1.0,,DJI OcuSync,281474977710677,active,2476500000.0,ISM 2.4 GHz,1601398399609033.0,1601398408735474.0,,
1601387910,2020-09-29 13:58:30,,1.0,,DJI OcuSync,281474977710677,active,2476500000.0,ISM 2.4 GHz,1601398399609033.0,1601398413530568.0,,
1601387912,2020-09-29 13:58:32,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601398413248733.0,55.3,1.2
1601387914,2020-09-29 13:58:34,,1.0,,DJI OcuSync,281474977710677,active,2471500000.0,ISM 2.4 GHz,1601398399609033.0,1601398418194402.0,,
1601387919,2020-09-29 13:58:39,,1.0,,DJI OcuSync,281474977710677,active,2471500000.0,ISM 2.4 GHz,1601398399609033.0,1601398422756759.0,,
1601387924,2020-09-29 13:58:44,,1.0,,DJI OcuSync,281474977710677,active,2471500000.0,ISM 2.4 GHz,1601398399609033.0,1601398427627220.0,,
1601387928,2020-09-29 13:58:48,,1.0,,DJI OcuSync,281474977710677,active,2471500000.0,ISM 2.4 GHz,1601398399609033.0,1601398432117721.0,,
1601387930,2020-09-29 13:58:50,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398432422695.0,55.9,0.0
1601387931,2020-09-29 13:58:51,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398432784612.0,338.8,0.0
1601387932,2020-09-29 13:58:52,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398434088078.0,,
1601387933,2020-09-29 13:58:53,,1.0,,DJI OcuSync,281474977710677,active,2471500000.0,ISM 2.4 GHz,1601398399609033.0,1601398436955918.0,56.0,2.0
1601387933,2020-09-29 13:58:53,,0.0,FHSS,,374,active,2440000000.0,ISM 2.4 GHz,1601395664868329.0,1601398434997233.0,142.4,2.9
1601387933,2020-09-29 13:58:53,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398435098400.0,143.3,2.8
1601387934,2020-09-29 13:58:54,,0.0,FHSS,,368,active,2440000000.0,ISM 2.4 GHz,1601397198023582.0,1601398436085575.0,150.0,0.0
1601387934,2020-09-29 13:58:54,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398436091460.0,,
1601387934,2020-09-29 13:58:54,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398436302085.0,149.8,0.2
1601387938,2020-09-29 13:58:58,,1.0,,DJI OcuSync,281474977710677,active,2471500000.0,ISM 2.4 GHz,1601398399609033.0,1601398441784632.0,55.0,2.0
1601387940,2020-09-29 13:59:00,,1.0,,DJI OcuSync,281474977710677,active,2471500000.0,ISM 2.4 GHz,1601398399609033.0,1601398442943805.0,55.0,2.0
1601387944,2020-09-29 13:59:04,,1.0,,DJI OcuSync,281474977710677,active,2471500000.0,ISM 2.4 GHz,1601398399609033.0,1601398447346974.0,55.0,2.0
1601387945,2020-09-29 13:59:05,,0.0,FHSS,,362,active,2440000000.0,ISM 2.4 GHz,1601397204971812.0,1601398447133345.0,,
1601387947,2020-09-29 13:59:07,,0.0,FHSS,,374,active,2440000000.0,ISM 2.4 GHz,1601395664868329.0,1601398449319155.0,,
1601387947,2020-09-29 13:59:07,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398449330692.0,,
1601387948,2020-09-29 13:59:08,,1.0,,DJI OcuSync,281474977710677,active,2471500000.0,ISM 2.4 GHz,1601398399609033.0,1601398452113495.0,55.0,2.0
1601387948,2020-09-29 13:59:08,,0.0,FHSS,,368,active,2440000000.0,ISM 2.4 GHz,1601397198023582.0,1601398450328356.0,,
1601387949,2020-09-29 13:59:09,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398451325086.0,146.3,0.7
1601387950,2020-09-29 13:59:10,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601398451476490.0,,
1601387950,2020-09-29 13:59:10,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,384,active,2440000000.0,ISM 2.4 GHz,1601398409399015.0,1601398451425496.0,,
1601387952,2020-09-29 13:59:12,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398456411645.0,230.0,1.0
1601387953,2020-09-29 13:59:13,,1.0,,DJI OcuSync,281474977710677,active,2471500000.0,ISM 2.4 GHz,1601398399609033.0,1601398456491645.0,55.0,2.0
1601387956,2020-09-29 13:59:16,,0.0,FHSS,,368,active,2440000000.0,ISM 2.4 GHz,1601397198023582.0,1601398458351106.0,58.8,0.0
1601387957,2020-09-29 13:59:17,,1.0,,DJI OcuSync,281474977710675,active,2449500000.0,ISM 2.4 GHz,1601398154006930.0,1601398460914766.0,227.0,1.0
1601387957,2020-09-29 13:59:17,,1.0,,DJI OcuSync,281474977710677,active,2471500000.0,ISM 2.4 GHz,1601398399609033.0,1601398461014766.0,54.0,2.0
1601387958,2020-09-29 13:59:18,,0.0,FHSS,,362,active,2440000000.0,ISM 2.4 GHz,1601397204971812.0,1601398459347062.0,53.3,1.6
1601387958,2020-09-29 13:59:18,,0.0,FHSS,,381,active,2440000000.0,ISM 2.4 GHz,1601398035282848.0,1601398460234166.0,56.4,0.0
1601387958,2020-09-29 13:59:18,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,384,active,2440000000.0,ISM 2.4 GHz,1601398409399015.0,1601398459379496.0,53.6,0.9
1601387958,2020-09-29 13:59:18,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,384,active,2440000000.0,ISM 2.4 GHz,1601398409399015.0,1601398460379497.0,56.9,1.6
1601387958,2020-09-29 13:59:18,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,384,active,2440000000.0,ISM 2.4 GHz,1601398409399015.0,1601398460489497.0,,
