total in seconds,datetime(utc),channels,VenusTriggerVenusName_isThreat,VenusTriggerLinkType_Uplink,VenusTrigger_VenusName,VenusTrigger_RadioId,VenusTrigge_LifeStatus,VenusTrigger_Frequency,VenusTrigge_FrequencyBand,VenusTrigger_OnAirStartTime,VenusTrigger_StopTime,VenusTrigger_Azimuth,VenusTrigger_Deviation
1601387040,2020-09-29 13:44:00,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601397541853342.0,63.1,0.2
1601387040,2020-09-29 13:44:00,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397541892583.0,63.7,0.3
1601387043,2020-09-29 13:44:03,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397546536638.0,62.0,2.0
1601387047,2020-09-29 13:44:07,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397551203418.0,62.0,2.0
1601387048,2020-09-29 13:44:08,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601397547119341.0,,
1601387049,2020-09-29 13:44:09,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397550852582.0,,
1601387051,2020-09-29 13:44:11,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397555264147.0,56.0,2.0
1601387056,2020-09-29 13:44:16,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397559930051.0,56.0,2.0
1601387058,2020-09-29 13:44:18,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397559908046.0,145.0,0.0
1601387058,2020-09-29 13:44:18,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397560108353.0,,
1601387061,2020-09-29 13:44:21,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397564560915.0,57.0,3.0
1601387063,2020-09-29 13:44:23,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601397564598581.0,55.0,4.7
1601387063,2020-09-29 13:44:23,,0.0,FHSS,,350,active,2440000000.0,ISM 2.4 GHz,1601395362452139.0,1601397564602582.0,59.7,4.1
1601387063,2020-09-29 13:44:23,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397564559860.0,147.1,0.0
1601387063,2020-09-29 13:44:23,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397564592582.0,62.6,4.2
1601387065,2020-09-29 13:44:25,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397569288504.0,57.0,3.0
1601387068,2020-09-29 13:44:28,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397569252582.0,56.9,1.3
1601387068,2020-09-29 13:44:28,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397569206028.0,,
1601387068,2020-09-29 13:44:28,,0.0,FHSS,,363,active,2440000000.0,ISM 2.4 GHz,1601395891057011.0,1601397569130345.0,55.9,0.0
1601387068,2020-09-29 13:44:28,,0.0,FHSS,,350,active,2440000000.0,ISM 2.4 GHz,1601395362452139.0,1601397569272580.0,57.5,1.7
1601387069,2020-09-29 13:44:29,,0.0,FHSS,,363,active,2440000000.0,ISM 2.4 GHz,1601395891057011.0,1601397571420655.0,,
1601387070,2020-09-29 13:44:30,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397573980891.0,55.0,4.0
1601387071,2020-09-29 13:44:31,,0.0,FHSS,,368,active,2440000000.0,ISM 2.4 GHz,1601397198023582.0,1601397572430664.0,63.5,0.0
1601387071,2020-09-29 13:44:31,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397572407855.0,63.5,0.0
1601387071,2020-09-29 13:44:31,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397573407763.0,,
1601387074,2020-09-29 13:44:34,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397578207954.0,55.0,4.0
1601387079,2020-09-29 13:44:39,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397582697431.0,55.0,4.0
1601387080,2020-09-29 13:44:40,,0.0,FHSS,,359,active,2440000000.0,ISM 2.4 GHz,1601394214783322.0,1601397578508683.0,57.8,0.0
1601387080,2020-09-29 13:44:40,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397578144825.0,145.3,3.0
1601387081,2020-09-29 13:44:41,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397583460031.0,,
1601387081,2020-09-29 13:44:41,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397582677962.0,152.3,0.0
1601387083,2020-09-29 13:44:43,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397587214387.0,144.0,1.0
1601387083,2020-09-29 13:44:43,,0.0,FHSS,,359,active,2440000000.0,ISM 2.4 GHz,1601394214783322.0,1601397584664149.0,144.6,0.6
1601387083,2020-09-29 13:44:43,,0.0,FHSS,,368,active,2440000000.0,ISM 2.4 GHz,1601397198023582.0,1601397584563022.0,,
1601387083,2020-09-29 13:44:43,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397584641847.0,144.4,0.6
1601387084,2020-09-29 13:44:44,,0.0,FHSS,,363,active,2440000000.0,ISM 2.4 GHz,1601395891057011.0,1601397585572617.0,142.7,0.5
1601387084,2020-09-29 13:44:44,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397585664206.0,142.7,0.5
1601387085,2020-09-29 13:44:45,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397586672533.0,,
1601387085,2020-09-29 13:44:45,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397586850487.0,66.5,0.0
1601387086,2020-09-29 13:44:46,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397587224869.0,,
1601387086,2020-09-29 13:44:46,,0.0,FHSS,,352,active,2440000000.0,ISM 2.4 GHz,1601396356038447.0,1601397587231583.0,55.9,0.0
1601387086,2020-09-29 13:44:46,,0.0,FHSS,,359,active,2440000000.0,ISM 2.4 GHz,1601394214783322.0,1601397587198838.0,,
1601387086,2020-09-29 13:44:46,,0.0,FHSS,,350,active,2440000000.0,ISM 2.4 GHz,1601395362452139.0,1601397587202583.0,,
1601387086,2020-09-29 13:44:46,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601397587218582.0,,
1601387088,2020-09-29 13:44:48,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397592095038.0,144.0,1.0
1601387090,2020-09-29 13:44:50,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601397592108581.0,58.1,0.0
1601387090,2020-09-29 13:44:50,,0.0,FHSS,,350,active,2440000000.0,ISM 2.4 GHz,1601395362452139.0,1601397592112582.0,58.1,0.0
1601387090,2020-09-29 13:44:50,,0.0,FHSS,,363,active,2440000000.0,ISM 2.4 GHz,1601395891057011.0,1601397592101485.0,,
1601387090,2020-09-29 13:44:50,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397592105253.0,167.2,2.0
1601387090,2020-09-29 13:44:50,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397592092582.0,58.1,0.0
1601387092,2020-09-29 13:44:52,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397594132582.0,56.9,3.5
1601387093,2020-09-29 13:44:53,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601397595149845.0,56.6,1.1
1601387093,2020-09-29 13:44:53,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601397594129345.0,54.5,1.1
1601387093,2020-09-29 13:44:53,,0.0,FHSS,,362,active,2440000000.0,ISM 2.4 GHz,1601397204971812.0,1601397594980879.0,62.3,0.0
1601387093,2020-09-29 13:44:53,,0.0,FHSS,,362,active,2440000000.0,ISM 2.4 GHz,1601397204971812.0,1601397594099483.0,56.8,2.4
1601387093,2020-09-29 13:44:53,,0.0,FHSS,,351,active,2440000000.0,ISM 2.4 GHz,1601395748658065.0,1601397594158583.0,57.1,3.4
1601387093,2020-09-29 13:44:53,,0.0,FHSS,,352,active,2440000000.0,ISM 2.4 GHz,1601396356038447.0,1601397594141583.0,57.9,1.0
1601387093,2020-09-29 13:44:53,,0.0,FHSS,,350,active,2440000000.0,ISM 2.4 GHz,1601395362452139.0,1601397595169083.0,56.9,2.8
1601387093,2020-09-29 13:44:53,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397596660182.0,144.0,1.0
1601387093,2020-09-29 13:44:53,,0.0,FHSS,,352,active,2440000000.0,ISM 2.4 GHz,1601396356038447.0,1601397595068083.0,56.0,3.3
1601387095,2020-09-29 13:44:55,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397596651360.0,,
1601387095,2020-09-29 13:44:55,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397596613403.0,,
1601387095,2020-09-29 13:44:55,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397596379223.0,58.5,1.8
1601387095,2020-09-29 13:44:55,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397596139181.0,61.1,3.4
1601387095,2020-09-29 13:44:55,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601397596399985.0,,
1601387095,2020-09-29 13:44:55,,0.0,FHSS,,352,active,2440000000.0,ISM 2.4 GHz,1601396356038447.0,1601397596148182.0,58.1,4.2
1601387095,2020-09-29 13:44:55,,0.0,FHSS,,351,active,2440000000.0,ISM 2.4 GHz,1601395748658065.0,1601397596669402.0,,
1601387095,2020-09-29 13:44:55,,0.0,FHSS,,350,active,2440000000.0,ISM 2.4 GHz,1601395362452139.0,1601397596683401.0,,
1601387095,2020-09-29 13:44:55,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601397596679402.0,55.4,0.0
1601387095,2020-09-29 13:44:55,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601397596385221.0,57.9,2.0
1601387095,2020-09-29 13:44:55,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601397596155182.0,61.0,2.5
1601387095,2020-09-29 13:44:55,,0.0,FHSS,,362,active,2440000000.0,ISM 2.4 GHz,1601397204971812.0,1601397596029839.0,,
1601387098,2020-09-29 13:44:58,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397601530256.0,144.0,1.0
1601387100,2020-09-29 13:45:00,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397601579346.0,139.9,2.2
1601387100,2020-09-29 13:45:00,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397601871497.0,,
1601387102,2020-09-29 13:45:02,,0.0,FHSS,,350,active,2440000000.0,ISM 2.4 GHz,1601395362452139.0,1601397603202583.0,65.8,15.0
1601387102,2020-09-29 13:45:02,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397603172583.0,56.0,0.0
1601387102,2020-09-29 13:45:02,,0.0,FHSS,,361,active,2440000000.0,ISM 2.4 GHz,1601395683617992.0,1601397603020759.0,53.1,0.0
1601387102,2020-09-29 13:45:02,,0.0,FHSS,,359,active,2440000000.0,ISM 2.4 GHz,1601394214783322.0,1601397603213343.0,128.0,15.0
1601387102,2020-09-29 13:45:02,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397605708432.0,144.0,1.0
1601387102,2020-09-29 13:45:02,,0.0,FHSS,,351,active,2440000000.0,ISM 2.4 GHz,1601395748658065.0,1601397602628583.0,54.5,1.4
1601387102,2020-09-29 13:45:02,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601397603208583.0,85.8,15.0
1601387102,2020-09-29 13:45:02,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397604218283.0,57.7,3.1
1601387102,2020-09-29 13:45:02,,0.0,FHSS,,352,active,2440000000.0,ISM 2.4 GHz,1601396356038447.0,1601397603181584.0,72.4,15.0
1601387103,2020-09-29 13:45:03,,0.0,FHSS,,350,active,2440000000.0,ISM 2.4 GHz,1601395362452139.0,1601397604208283.0,58.7,2.4
1601387103,2020-09-29 13:45:03,,0.0,FHSS,,351,active,2440000000.0,ISM 2.4 GHz,1601395748658065.0,1601397604204283.0,61.0,1.0
1601387103,2020-09-29 13:45:03,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601397604214283.0,63.7,15.0
1601387103,2020-09-29 13:45:03,,0.0,FHSS,,352,active,2440000000.0,ISM 2.4 GHz,1601396356038447.0,1601397604147284.0,60.8,0.7
1601387104,2020-09-29 13:45:04,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397605359294.0,54.3,1.3
1601387104,2020-09-29 13:45:04,,0.0,FHSS,,361,active,2440000000.0,ISM 2.4 GHz,1601395683617992.0,1601397606462218.0,,
1601387104,2020-09-29 13:45:04,,0.0,FHSS,,350,active,2440000000.0,ISM 2.4 GHz,1601395362452139.0,1601397605369292.0,53.6,1.2
1601387104,2020-09-29 13:45:04,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601397605365291.0,53.0,1.1
1601387107,2020-09-29 13:45:07,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397610537688.0,144.0,1.0
1601387110,2020-09-29 13:45:10,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397613712144.0,144.0,1.0
1601387110,2020-09-29 13:45:10,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601397610518584.0,56.9,2.0
1601387110,2020-09-29 13:45:10,,0.0,FHSS,,350,active,2440000000.0,ISM 2.4 GHz,1601395362452139.0,1601397610512583.0,55.1,1.8
1601387110,2020-09-29 13:45:10,,0.0,FHSS,,361,active,2440000000.0,ISM 2.4 GHz,1601395683617992.0,1601397610515338.0,161.2,0.0
1601387110,2020-09-29 13:45:10,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397610519192.0,161.2,0.0
1601387110,2020-09-29 13:45:10,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601397610503345.0,53.2,1.4
1601387110,2020-09-29 13:45:10,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397610522583.0,55.5,2.2
1601387111,2020-09-29 13:45:11,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601397611559344.0,,
1601387112,2020-09-29 13:45:12,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397613692583.0,59.6,0.0
1601387112,2020-09-29 13:45:12,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397613692560.0,142.2,0.0
1601387112,2020-09-29 13:45:12,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601397613708582.0,59.9,0.3
1601387112,2020-09-29 13:45:12,,0.0,FHSS,,350,active,2440000000.0,ISM 2.4 GHz,1601395362452139.0,1601397613712582.0,59.8,0.3
1601387112,2020-09-29 13:45:12,,0.0,FHSS,,361,active,2440000000.0,ISM 2.4 GHz,1601395683617992.0,1601397613601588.0,142.2,0.0
1601387113,2020-09-29 13:45:13,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397615693343.0,60.3,0.1
1601387114,2020-09-29 13:45:14,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397618175752.0,144.0,1.0
1601387114,2020-09-29 13:45:14,,0.0,FHSS,,359,active,2440000000.0,ISM 2.4 GHz,1601394214783322.0,1601397616194027.0,,
1601387114,2020-09-29 13:45:14,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397616101388.0,,
1601387114,2020-09-29 13:45:14,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397614729649.0,,
1601387116,2020-09-29 13:45:16,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397618152582.0,57.7,0.1
1601387116,2020-09-29 13:45:16,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601397618059345.0,58.5,0.7
1601387116,2020-09-29 13:45:16,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397618170639.0,141.2,8.1
1601387116,2020-09-29 13:45:16,,0.0,FHSS,,350,active,2440000000.0,ISM 2.4 GHz,1601395362452139.0,1601397618162582.0,58.0,0.4
1601387116,2020-09-29 13:45:16,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601397618168582.0,57.9,0.8
1601387116,2020-09-29 13:45:16,,0.0,FHSS,,368,active,2440000000.0,ISM 2.4 GHz,1601397198023582.0,1601397618139356.0,118.3,15.0
1601387119,2020-09-29 13:45:19,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397622846914.0,144.0,1.0
1601387121,2020-09-29 13:45:21,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397622742684.0,145.3,0.0
1601387121,2020-09-29 13:45:21,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397623055736.0,,
1601387121,2020-09-29 13:45:21,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601397623059344.0,,
1601387121,2020-09-29 13:45:21,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397623189560.0,,
1601387123,2020-09-29 13:45:23,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397624369854.0,152.6,0.3
1601387123,2020-09-29 13:45:23,,0.0,FHSS,,368,active,2440000000.0,ISM 2.4 GHz,1601397198023582.0,1601397624355431.0,152.8,0.1
1601387123,2020-09-29 13:45:23,,0.0,FHSS,,361,active,2440000000.0,ISM 2.4 GHz,1601395683617992.0,1601397624343521.0,,
1601387123,2020-09-29 13:45:23,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397626923921.0,144.0,1.0
1601387124,2020-09-29 13:45:24,,0.0,FHSS,,368,active,2440000000.0,ISM 2.4 GHz,1601397198023582.0,1601397625340822.0,,
1601387124,2020-09-29 13:45:24,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397625365798.0,142.0,0.0
1601387125,2020-09-29 13:45:25,,0.0,FHSS,,370,active,2440000000.0,ISM 2.4 GHz,1601396977791002.0,1601397626580387.0,,
1601387125,2020-09-29 13:45:25,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397626610614.0,,
1601387125,2020-09-29 13:45:25,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397626906699.0,151.9,0.7
1601387125,2020-09-29 13:45:25,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397627646110.0,148.1,0.0
1601387128,2020-09-29 13:45:28,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397631611421.0,144.0,1.0
1601387130,2020-09-29 13:45:30,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601397631569344.0,57.2,4.4
1601387130,2020-09-29 13:45:30,,1.0,FHSS,Hubsan,348,active,2440000000.0,ISM 2.4 GHz,1601395367313144.0,1601397631572582.0,57.0,1.1
1601387130,2020-09-29 13:45:30,,0.0,FHSS,,362,active,2440000000.0,ISM 2.4 GHz,1601397204971812.0,1601397631590604.0,151.7,0.0
1601387130,2020-09-29 13:45:30,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",346,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601397631599455.0,,
1601387131,2020-09-29 13:45:31,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601397633669344.0,,
1601387131,2020-09-29 13:45:31,,0.0,FHSS,,359,active,2440000000.0,ISM 2.4 GHz,1601394214783322.0,1601397633132388.0,209.0,0.0
1601387131,2020-09-29 13:45:31,,0.0,FHSS,,363,active,2440000000.0,ISM 2.4 GHz,1601395891057011.0,1601397633677096.0,65.8,0.0
1601387132,2020-09-29 13:45:32,,1.0,,DJI OcuSync,281474977710673,active,2406500000.0,ISM 2.4 GHz,1601397084690702.0,1601397636176660.0,144.0,1.0
1601387133,2020-09-29 13:45:33,,0.0,FHSS,,359,active,2440000000.0,ISM 2.4 GHz,1601394214783322.0,1601397634623915.0,,
1601387133,2020-09-29 13:45:33,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601397634685364.0,65.1,0.3
1601387134,2020-09-29 13:45:34,,0.0,FHSS,,349,active,2440000000.0,ISM 2.4 GHz,1601395362446135.0,1601397636188581.0,56.0,3.2
1601387134,2020-09-29 13:45:34,,0.0,FHSS,,350,active,2440000000.0,ISM 2.4 GHz,1601395362452139.0,1601397636182581.0,56.0,0.9
1601387134,2020-09-29 13:45:34,,0.0,FHSS,,363,active,2440000000.0,ISM 2.4 GHz,1601395891057011.0,1601397635668762.0,,
1601387134,2020-09-29 13:45:34,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601397635679754.0,,
1601387134,2020-09-29 13:45:34,,1.0,FHSS,DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G,347,active,2440000000.0,ISM 2.4 GHz,1601396627478868.0,1601397636079344.0,58.6,1.9
