total in seconds,datetime(utc),Diana_time,DianaSensorPosition_latitude_deg,DianaSensorPosition_longitude_deg,DianaSensorPosition_altitude_m,DianaTargets_band,DianaTarget_ID,DianaTargetsTargetSignal_snr_dB,DianaTargetsTargetSignal_bearing_deg,DianaTargetsTargetSignal_range_m,DianaTargetsTargetClassification_type,DianaTargetsTargetClassification_model,DianaTargetsTargetClassification_score,channels
1601385527,2020-09-29 13:18:47,,,,,,12000.0,26.31604500000001,94.794907,86.0,controller,DJI-MAVIC-PRO-PLATINUM,0.410612,1
1601385527,2020-09-29 13:18:47,738063.6,51.519137,5.857951,31.0,2.0,1.0,19.735544,94.794907,183.0,aircraft,Unknown,0.333333,1
1601385530,2020-09-29 13:18:50,738063.6,51.519137,5.857951,31.0,3.0,0.0,15.311276000000001,-2.190027,305.0,controller,Unknown,0.280068,2
1601385530,2020-09-29 13:18:50,,,,,,12000.0,14.964189999999999,-2.190027,317.0,controller,DJI-MAVIC-PRO-PLATINUM,0.352567,2
1601385530,2020-09-29 13:18:50,,,,,,12000.0,14.768656,-2.190027,325.0,controller,DJI-MAVIC-PRO-PLATINUM,0.412233,2
1601385533,2020-09-29 13:18:53,738063.6,51.519137,5.857951,31.0,1.0,1.0,21.555352,139.352963,148.0,aircraft,Unknown,0.3,0
1601385533,2020-09-29 13:18:53,,,,,,0.0,18.321835999999998,139.352963,215.0,controller,Unknown,0.333333,0
1601385533,2020-09-29 13:18:53,,,,,,0.0,17.163781,139.352963,246.0,controller,Unknown,0.366667,0
1601385536,2020-09-29 13:18:56,,,,,,1.0,12.108356,81.675088,441.0,aircraft,Unknown,0.315606,1
1601385536,2020-09-29 13:18:56,,,,,,0.0,9.688715,81.675088,583.0,controller,Unknown,0.43333299999999997,1
1601385536,2020-09-29 13:18:56,738063.6,51.519137,5.857951,31.0,2.0,0.0,15.15434,81.675088,311.0,controller,Unknown,0.243434,1
1601385538,2020-09-29 13:18:58,738063.6,51.519137,5.857951,31.0,3.0,,,,,,,,2
1601385542,2020-09-29 13:19:02,738063.6,51.519137,5.857951,31.0,1.0,16001.0,22.561660999999997,54.647115,132.0,aircraft,DJI-Phantom-4F,0.4,0
1601385542,2020-09-29 13:19:02,,,,,,0.0,15.901387,54.647115,285.0,controller,Unknown,0.333333,0
1601385545,2020-09-29 13:19:05,738063.6,51.519137,5.857951,31.0,2.0,1.0,24.521553,31.909115000000003,105.0,aircraft,Unknown,0.325949,1
1601385545,2020-09-29 13:19:05,,,,,,0.0,10.605066,31.909115000000003,525.0,controller,Unknown,0.3,1
1601385548,2020-09-29 13:19:08,,,,,,0.0,16.812602,107.17906799999999,256.0,controller,Unknown,0.366667,2
1601385548,2020-09-29 13:19:08,738063.6,51.519137,5.857951,31.0,3.0,20000.0,17.095476,107.17906799999999,248.0,controller,Wifi-Bluetooth,0.5,2
1601385551,2020-09-29 13:19:11,,,,,,0.0,13.483641,56.811016,376.0,controller,Unknown,0.366667,0
1601385551,2020-09-29 13:19:11,,,,,,0.0,10.13715,56.811016,554.0,controller,Unknown,0.3,0
1601385551,2020-09-29 13:19:11,738063.6,51.519137,5.857951,31.0,1.0,12001.0,17.625384,56.811016,234.0,aircraft,DJI-MAVIC-PRO-PLATINUM,0.466667,0
1601385554,2020-09-29 13:19:14,738063.6,51.519137,5.857951,31.0,2.0,0.0,15.736566,83.13114200000003,290.0,controller,Unknown,0.150855,1
1601385554,2020-09-29 13:19:14,,,,,,0.0,9.821793,83.13114200000003,574.0,controller,Unknown,0.13333299999999998,1
1601385554,2020-09-29 13:19:14,,,,,,0.0,7.299709,83.13114200000003,768.0,controller,Unknown,0.0,1
1601385556,2020-09-29 13:19:16,738063.6,51.519137,5.857951,31.0,3.0,0.0,15.349394,81.957134,304.0,controller,Unknown,0.214775,2
1601385560,2020-09-29 13:19:20,738063.6,51.519137,5.857951,31.0,1.0,1.0,18.854039,58.43224100000001,203.0,aircraft,Unknown,0.366667,0
1601385560,2020-09-29 13:19:20,,,,,,0.0,18.633671,58.43224100000001,208.0,controller,Unknown,0.175452,0
1601385560,2020-09-29 13:19:20,,,,,,0.0,14.571456,58.43224100000001,332.0,controller,Unknown,0.3,0
1601385563,2020-09-29 13:19:23,,,,,,0.0,7.216361,31.763559000000004,775.0,controller,Unknown,0.152469,1
1601385563,2020-09-29 13:19:23,738063.6,51.519137,5.857951,31.0,2.0,1.0,16.526296,31.763559000000004,265.0,aircraft,Unknown,0.250055,1
1601385566,2020-09-29 13:19:26,738063.6,51.519137,5.857951,31.0,3.0,0.0,15.804742000000001,81.932654,288.0,controller,Unknown,0.4,2
1601385566,2020-09-29 13:19:26,,,,,,12000.0,6.661919,81.932654,826.0,controller,DJI-MAVIC-PRO-PLATINUM,0.411818,2
1601385566,2020-09-29 13:19:26,,,,,,0.0,6.540280999999999,81.932654,838.0,controller,Unknown,0.305211,2
1601385569,2020-09-29 13:19:29,738063.6,51.519137,5.857951,31.0,1.0,1.0,11.897528999999999,59.028946,452.0,aircraft,Unknown,0.333333,0
1601385569,2020-09-29 13:19:29,,,,,,0.0,19.220084,59.028946,194.0,controller,Unknown,0.3,0
1601385572,2020-09-29 13:19:32,738063.6,51.519137,5.857951,31.0,2.0,1.0,17.335627,31.751028,241.0,aircraft,Unknown,0.250055,1
1601385572,2020-09-29 13:19:32,,,,,,0.0,7.590081,31.751028,743.0,controller,Unknown,0.14406,1
1601385572,2020-09-29 13:19:32,,,,,,0.0,7.001384,31.751028,795.0,controller,Unknown,0.2,1
1601385574,2020-09-29 13:19:34,738063.6,51.519137,5.857951,31.0,3.0,1.0,15.671253,81.97271500000002,293.0,aircraft,Unknown,0.266667,2
1601385578,2020-09-29 13:19:38,,,,,,0.0,9.114212,58.383974,623.0,controller,Unknown,0.177731,0
1601385578,2020-09-29 13:19:38,,,,,,0.0,18.802831,58.383974,204.0,controller,Unknown,0.14413499999999999,0
1601385578,2020-09-29 13:19:38,738063.6,51.519137,5.857951,31.0,1.0,1.0,13.286269,58.383974,385.0,aircraft,Unknown,0.4,0
1601385581,2020-09-29 13:19:41,738063.6,51.519137,5.857951,31.0,2.0,1.0,17.743005,32.349174,230.0,aircraft,Unknown,0.271662,1
1601385581,2020-09-29 13:19:41,,,,,,0.0,7.495659,32.349174,751.0,controller,Unknown,0.17061700000000002,1
1601385584,2020-09-29 13:19:44,738063.6,51.519137,5.857951,31.0,3.0,0.0,11.238519,82.08454,488.0,controller,Unknown,0.0,2
1601385584,2020-09-29 13:19:44,,,,,,0.0,7.642235,82.08454,738.0,controller,Unknown,0.0,2
1601385587,2020-09-29 13:19:47,738063.6,51.519137,5.857951,31.0,1.0,1.0,19.648106,58.418443999999994,185.0,aircraft,Unknown,0.2,0
1601385587,2020-09-29 13:19:47,,,,,,0.0,16.687639,58.418443999999994,260.0,controller,Unknown,0.3,0
1601385587,2020-09-29 13:19:47,,,,,,0.0,15.619280999999999,58.418443999999994,294.0,controller,Unknown,0.3,0
1601385589,2020-09-29 13:19:49,738063.6,51.519137,5.857951,31.0,2.0,0.0,11.788033,108.64691299999998,458.0,controller,Unknown,0.166831,1
1601385592,2020-09-29 13:19:52,738063.6,51.519137,5.857951,31.0,3.0,0.0,11.096875,101.098783,496.0,controller,Unknown,0.17167000000000002,2
1601385596,2020-09-29 13:19:56,738063.6,51.519137,5.857951,31.0,1.0,12001.0,15.186107999999999,59.391464,309.0,aircraft,DJI-MAVIC-PRO-PLATINUM,0.333333,0
1601385596,2020-09-29 13:19:56,,,,,,0.0,14.456326,59.391464,337.0,controller,Unknown,0.1886,0
1601385596,2020-09-29 13:19:56,,,,,,0.0,7.305298,59.391464,767.0,controller,Unknown,0.28130700000000003,0
1601385599,2020-09-29 13:19:59,738063.6,51.519137,5.857951,31.0,2.0,11001.0,13.136907999999998,32.088428,392.0,aircraft,Parrot-ANAFI,0.7,1
1601385599,2020-09-29 13:19:59,,,,,,11001.0,11.631212,32.088428,466.0,aircraft,Parrot-ANAFI,0.6,1
1601385599,2020-09-29 13:19:59,,,,,,0.0,7.337153,32.088428,765.0,controller,Unknown,0.140731,1
1601385601,2020-09-29 13:20:01,738063.6,51.519137,5.857951,31.0,3.0,0.0,16.701643,13.492891,260.0,controller,Unknown,0.333333,2
1601385605,2020-09-29 13:20:05,,,,,,12000.0,12.029465,57.894831999999994,445.0,controller,DJI-MAVIC-PRO-PLATINUM,0.666667,0
1601385605,2020-09-29 13:20:05,,,,,,0.0,16.579351000000006,57.894831999999994,263.0,controller,Unknown,0.23333299999999998,0
1601385605,2020-09-29 13:20:05,738063.6,51.519137,5.857951,31.0,1.0,1001.0,14.414060000000001,57.894831999999994,338.0,aircraft,DJI-MAVIC-2-PRO,0.366667,0
1601385608,2020-09-29 13:20:08,738063.6,51.519137,5.857951,31.0,2.0,1.0,14.403471,83.818938,339.0,aircraft,Unknown,0.466667,1
1601385608,2020-09-29 13:20:08,,,,,,0.0,12.321588,83.818938,430.0,controller,Unknown,0.143869,1
1601385608,2020-09-29 13:20:08,,,,,,0.0,10.862828,83.818938,509.0,controller,Unknown,0.23333299999999998,1
1601385611,2020-09-29 13:20:11,738063.6,51.519137,5.857951,31.0,3.0,11001.0,26.97762800000001,42.267582,79.0,aircraft,Parrot-ANAFI,0.566667,2
1601385611,2020-09-29 13:20:11,,,,,,0.0,19.912724,42.267582,179.0,controller,Unknown,0.4,2
1601385614,2020-09-29 13:20:14,738063.6,51.519137,5.857951,31.0,1.0,1.0,15.515069,60.053026,298.0,aircraft,Unknown,0.168374,0
1601385614,2020-09-29 13:20:14,,,,,,0.0,18.078201999999997,60.053026,222.0,controller,Unknown,0.266667,0
1601385614,2020-09-29 13:20:14,,,,,,0.0,9.504463000000001,60.053026,596.0,controller,Unknown,0.3,0
1601385617,2020-09-29 13:20:17,,,,,,0.0,9.79866,82.988148,576.0,controller,Unknown,0.18511,1
1601385617,2020-09-29 13:20:17,738063.6,51.519137,5.857951,31.0,2.0,1.0,14.867329999999999,82.988148,321.0,aircraft,Unknown,0.232776,1
1601385617,2020-09-29 13:20:17,,,,,,0.0,9.634893,82.988148,587.0,controller,Unknown,0.3,1
1601385619,2020-09-29 13:20:19,738063.6,51.519137,5.857951,31.0,3.0,0.0,10.288314999999999,75.538636,544.0,controller,Unknown,0.15648299999999998,2
1601385623,2020-09-29 13:20:23,738063.6,51.519137,5.857951,31.0,1.0,1001.0,15.566803,59.685439,296.0,aircraft,DJI-MAVIC-2-PRO,0.466667,0
1601385623,2020-09-29 13:20:23,,,,,,12000.0,9.667532000000001,59.685439,584.0,controller,DJI-MAVIC-PRO-PLATINUM,0.393753,0
1601385623,2020-09-29 13:20:23,,,,,,0.0,8.241814999999999,59.685439,689.0,controller,Unknown,0.13526400000000002,0
1601385626,2020-09-29 13:20:26,,,,,,12000.0,11.442229,83.170361,476.0,controller,DJI-MAVIC-PRO-PLATINUM,0.8,1
1601385626,2020-09-29 13:20:26,738063.6,51.519137,5.857951,31.0,2.0,1.0,15.709048000000001,83.170361,291.0,aircraft,Unknown,0.25258800000000003,1
1601385626,2020-09-29 13:20:26,,,,,,12000.0,10.414844,83.170361,536.0,controller,DJI-MAVIC-PRO-PLATINUM,0.332617,1
1601385628,2020-09-29 13:20:28,738063.6,51.519137,5.857951,31.0,3.0,0.0,12.19357,115.634274,437.0,controller,Unknown,0.21990300000000002,2
1601385632,2020-09-29 13:20:32,,,,,,0.0,6.735562,58.660593999999996,819.0,controller,Unknown,0.23333299999999998,0
1601385632,2020-09-29 13:20:32,,,,,,0.0,8.305999,58.660593999999996,684.0,controller,Unknown,0.25590300000000005,0
1601385632,2020-09-29 13:20:32,738063.6,51.519137,5.857951,31.0,1.0,1.0,14.89577,58.660593999999996,320.0,aircraft,Unknown,0.3,0
1601385635,2020-09-29 13:20:35,738063.6,51.519137,5.857951,31.0,2.0,1.0,15.820565,82.887111,288.0,aircraft,Unknown,0.333333,1
1601385635,2020-09-29 13:20:35,,,,,,1000.0,9.701761999999999,82.887111,582.0,controller,DJI-MAVIC-2-PRO,0.5,1
1601385635,2020-09-29 13:20:35,,,,,,0.0,10.334988000000001,82.887111,541.0,controller,Unknown,0.3,1
1601385639,2020-09-29 13:20:39,738063.6,51.519137,5.857951,31.0,3.0,0.0,16.438541,82.263808,268.0,controller,Unknown,0.3,2
1601385639,2020-09-29 13:20:39,,,,,,0.0,10.239398,82.263808,547.0,controller,Unknown,0.210204,2
1601385642,2020-09-29 13:20:42,,,,,,0.0,16.663971,58.99860500000001,261.0,controller,Unknown,0.208785,0
1601385642,2020-09-29 13:20:42,,,,,,0.0,8.592311,58.99860500000001,662.0,controller,Unknown,0.2,0
1601385642,2020-09-29 13:20:42,738063.6,51.519137,5.857951,31.0,1.0,16001.0,14.280657999999999,58.99860500000001,343.0,aircraft,DJI-Phantom-4F,0.566667,0
1601385644,2020-09-29 13:20:44,738063.6,51.519137,5.857951,31.0,2.0,1.0,16.999816,32.207229999999996,251.0,aircraft,Unknown,0.273764,1
1601385644,2020-09-29 13:20:44,,,,,,0.0,7.513969,32.207229999999996,749.0,controller,Unknown,0.157881,1
1601385647,2020-09-29 13:20:47,738063.6,51.519137,5.857951,31.0,3.0,0.0,22.048881,91.101276,140.0,controller,Unknown,0.333333,2
1601385647,2020-09-29 13:20:47,,,,,,0.0,24.2964,91.101276,108.0,controller,Unknown,0.34324899999999997,2
1601385647,2020-09-29 13:20:47,,,,,,12000.0,26.019377,91.101276,89.0,controller,DJI-MAVIC-PRO-PLATINUM,0.411951,2
1601385650,2020-09-29 13:20:50,,,,,,0.0,13.521578,12.543407,375.0,controller,Unknown,0.3,0
1601385650,2020-09-29 13:20:50,738063.6,51.519137,5.857951,31.0,1.0,1.0,10.578292,12.543407,526.0,aircraft,Unknown,0.266667,0
1601385650,2020-09-29 13:20:50,,,,,,20000.0,21.179026,12.543407,155.0,controller,Wifi-Bluetooth,0.833333,0
1601385653,2020-09-29 13:20:53,,,,,,12000.0,16.244532999999997,31.212801000000002,274.0,controller,DJI-MAVIC-PRO-PLATINUM,0.8,1
1601385653,2020-09-29 13:20:53,,,,,,12000.0,13.766286,31.212801000000002,364.0,controller,DJI-MAVIC-PRO-PLATINUM,0.41106099999999995,1
1601385653,2020-09-29 13:20:53,738063.6,51.519137,5.857951,31.0,2.0,1.0,17.717445,31.212801000000002,231.0,aircraft,Unknown,0.366667,1
1601385656,2020-09-29 13:20:56,738063.6,51.519137,5.857951,31.0,3.0,0.0,16.955468,81.752082,252.0,controller,Unknown,0.18196700000000002,2
1601385656,2020-09-29 13:20:56,,,,,,0.0,10.769536,81.752082,515.0,controller,Unknown,0.225019,2
1601385659,2020-09-29 13:20:59,738063.6,51.519137,5.857951,31.0,1.0,1.0,10.646276,56.013808,522.0,aircraft,Unknown,0.23333299999999998,0
1601385659,2020-09-29 13:20:59,,,,,,0.0,8.696505,56.013808,654.0,controller,Unknown,0.0,0
1601385659,2020-09-29 13:20:59,,,,,,0.0,8.682692,56.013808,655.0,controller,Unknown,0.0,0
1601385661,2020-09-29 13:21:01,738063.6,51.519137,5.857951,31.0,2.0,1.0,25.42592,32.011544,95.0,aircraft,Unknown,0.333333,1
1601385665,2020-09-29 13:21:05,,,,,,0.0,10.054098,82.246261,559.0,controller,Unknown,0.0,2
1601385665,2020-09-29 13:21:05,738063.6,51.519137,5.857951,31.0,3.0,0.0,15.06115,82.246261,314.0,controller,Unknown,0.0,2
1601385665,2020-09-29 13:21:05,,,,,,12000.0,9.752761999999999,82.246261,579.0,controller,DJI-MAVIC-PRO-PLATINUM,0.356525,2
1601385668,2020-09-29 13:21:08,,,,,,0.0,9.288911,58.030485,611.0,controller,Unknown,0.333333,0
1601385668,2020-09-29 13:21:08,738063.6,51.519137,5.857951,31.0,1.0,1001.0,18.940696,58.030485,201.0,aircraft,DJI-MAVIC-2-PRO,0.366667,0
1601385668,2020-09-29 13:21:08,,,,,,0.0,12.371754,58.030485,428.0,controller,Unknown,0.20761500000000002,0
1601385671,2020-09-29 13:21:11,738063.6,51.519137,5.857951,31.0,2.0,0.0,13.953067,10.666561999999999,357.0,controller,Unknown,0.366667,1
1601385671,2020-09-29 13:21:11,,,,,,12000.0,13.725658,10.666561999999999,366.0,controller,DJI-MAVIC-PRO-PLATINUM,0.533333,1
1601385671,2020-09-29 13:21:11,,,,,,12000.0,12.919174,10.666561999999999,402.0,controller,DJI-MAVIC-PRO-PLATINUM,0.466667,1
1601385673,2020-09-29 13:21:13,738063.6,51.519137,5.857951,31.0,3.0,,,,,,,,2
1601385677,2020-09-29 13:21:17,,,,,,0.0,21.525829,58.239088,149.0,controller,Unknown,0.366171,0
1601385677,2020-09-29 13:21:17,,,,,,0.0,10.800849000000001,58.239088,513.0,controller,Unknown,0.192128,0
1601385677,2020-09-29 13:21:17,738063.6,51.519137,5.857951,31.0,1.0,12001.0,20.279303,58.239088,172.0,aircraft,DJI-MAVIC-PRO-PLATINUM,0.3,0
1601385680,2020-09-29 13:21:20,,,,,,12000.0,18.386312,13.268564999999999,214.0,controller,DJI-MAVIC-PRO-PLATINUM,0.39409099999999997,1
1601385680,2020-09-29 13:21:20,,,,,,0.0,17.839848,13.268564999999999,228.0,controller,Unknown,0.333333,1
1601385680,2020-09-29 13:21:20,738063.6,51.519137,5.857951,31.0,2.0,12000.0,19.162232999999997,13.268564999999999,196.0,controller,DJI-MAVIC-PRO-PLATINUM,0.41213,1
1601385682,2020-09-29 13:21:22,738063.6,51.519137,5.857951,31.0,3.0,0.0,8.447113,-3.846076,673.0,controller,Unknown,0.3,2
1601385686,2020-09-29 13:21:26,738063.6,51.519137,5.857951,31.0,1.0,12000.0,22.520554,101.903482,133.0,controller,DJI-MAVIC-PRO-PLATINUM,0.447004,0
1601385686,2020-09-29 13:21:26,,,,,,12000.0,21.807363,101.903482,144.0,controller,DJI-MAVIC-PRO-PLATINUM,0.391404,0
1601385686,2020-09-29 13:21:26,,,,,,0.0,18.627702,101.903482,208.0,controller,Unknown,0.34070700000000004,0
1601385689,2020-09-29 13:21:29,738063.6,51.519137,5.857951,31.0,2.0,0.0,17.850204,94.88535300000001,228.0,controller,Unknown,0.3,1
1601385689,2020-09-29 13:21:29,,,,,,12000.0,23.157168,94.88535300000001,123.0,controller,DJI-MAVIC-PRO-PLATINUM,0.327291,1
1601385689,2020-09-29 13:21:29,,,,,,0.0,14.136145,94.88535300000001,349.0,controller,Unknown,0.177822,1
1601385692,2020-09-29 13:21:32,,,,,,0.0,17.918244,10.835602,226.0,controller,Unknown,0.19713699999999998,2
1601385692,2020-09-29 13:21:32,738063.6,51.519137,5.857951,31.0,3.0,12000.0,17.594566,10.835602,234.0,controller,DJI-MAVIC-PRO-PLATINUM,0.6,2
1601385695,2020-09-29 13:21:35,738063.6,51.519137,5.857951,31.0,1.0,1.0,22.877029,60.49601800000001,127.0,aircraft,Unknown,0.3,0
1601385695,2020-09-29 13:21:35,,,,,,0.0,18.082933999999998,60.49601800000001,222.0,controller,Unknown,0.333333,0
1601385695,2020-09-29 13:21:35,,,,,,0.0,10.973376,60.49601800000001,503.0,controller,Unknown,0.25590300000000005,0
1601385698,2020-09-29 13:21:38,738063.6,51.519137,5.857951,31.0,2.0,1.0,15.692228,83.370405,292.0,aircraft,Unknown,0.158679,1
1601385698,2020-09-29 13:21:38,,,,,,0.0,10.177662,83.370405,551.0,controller,Unknown,0.0,1
1601385698,2020-09-29 13:21:38,,,,,,0.0,9.539869,83.370405,593.0,controller,Unknown,0.133153,1
1601385700,2020-09-29 13:21:40,738063.6,51.519137,5.857951,31.0,3.0,0.0,18.797963,12.668399,204.0,controller,Unknown,0.18699200000000002,2
1601385704,2020-09-29 13:21:44,,,,,,20000.0,14.469019,61.741491,336.0,controller,Wifi-Bluetooth,0.533333,0
1601385704,2020-09-29 13:21:44,,,,,,0.0,8.575292,61.741491,663.0,controller,Unknown,0.266667,0
1601385704,2020-09-29 13:21:44,738063.6,51.519137,5.857951,31.0,1.0,1001.0,19.827796,61.741491,181.0,aircraft,DJI-MAVIC-2-PRO,0.333333,0
1601385710,2020-09-29 13:21:50,738063.6,51.519137,5.857951,31.0,3.0,12000.0,24.951038,11.665823,100.0,controller,DJI-MAVIC-PRO-PLATINUM,0.409915,2
1601385710,2020-09-29 13:21:50,,,,,,12000.0,24.171293,11.665823,110.0,controller,DJI-MAVIC-PRO-PLATINUM,0.419188,2
1601385710,2020-09-29 13:21:50,,,,,,12000.0,24.458548999999998,11.665823,106.0,controller,DJI-MAVIC-PRO-PLATINUM,0.44081099999999995,2
1601385713,2020-09-29 13:21:53,738063.6,51.519137,5.857951,31.0,1.0,1.0,20.110757,62.151564,175.0,aircraft,Unknown,0.366667,0
1601385713,2020-09-29 13:21:53,,,,,,0.0,20.529201,62.151564,167.0,controller,Unknown,0.366667,0
1601385713,2020-09-29 13:21:53,,,,,,0.0,15.929525,62.151564,284.0,controller,Unknown,0.466667,0
1601385716,2020-09-29 13:21:56,,,,,,0.0,13.857328,30.239579,361.0,controller,Unknown,0.166667,1
1601385716,2020-09-29 13:21:56,738063.6,51.519137,5.857951,31.0,2.0,11001.0,16.1118,30.239579,278.0,aircraft,Parrot-ANAFI,0.933333,1
1601385719,2020-09-29 13:21:59,,,,,,12000.0,12.254819,81.903886,434.0,controller,DJI-MAVIC-PRO-PLATINUM,0.329328,2
1601385719,2020-09-29 13:21:59,,,,,,0.0,10.322929,81.903886,542.0,controller,Unknown,0.225679,2
1601385719,2020-09-29 13:21:59,738063.6,51.519137,5.857951,31.0,3.0,0.0,16.221116000000002,81.903886,275.0,controller,Unknown,0.18196700000000002,2
1601385722,2020-09-29 13:22:02,738063.6,51.519137,5.857951,31.0,1.0,1001.0,27.302396999999996,64.941084,76.0,aircraft,DJI-MAVIC-2-PRO,0.533333,0
1601385722,2020-09-29 13:22:02,,,,,,1000.0,17.341925,64.941084,241.0,controller,DJI-MAVIC-2-PRO,0.366667,0
1601385722,2020-09-29 13:22:02,,,,,,0.0,11.611704,64.941084,467.0,controller,Unknown,0.3,0
1601385725,2020-09-29 13:22:05,,,,,,0.0,10.224331,32.097804,548.0,controller,Unknown,0.3,1
1601385725,2020-09-29 13:22:05,738063.6,51.519137,5.857951,31.0,2.0,1.0,18.819532000000002,32.097804,203.0,aircraft,Unknown,0.3,1
1601385725,2020-09-29 13:22:05,,,,,,0.0,7.879703,32.097804,718.0,controller,Unknown,0.4,1
1601385728,2020-09-29 13:22:08,,,,,,12000.0,7.46738,81.580701,753.0,controller,DJI-MAVIC-PRO-PLATINUM,0.533333,2
1601385728,2020-09-29 13:22:08,738063.6,51.519137,5.857951,31.0,3.0,0.0,15.423657999999998,81.580701,301.0,controller,Unknown,0.214775,2
1601385731,2020-09-29 13:22:11,,,,,,0.0,19.809248,28.767926,181.0,controller,Unknown,0.266667,0
1601385731,2020-09-29 13:22:11,738063.6,51.519137,5.857951,31.0,1.0,11001.0,30.619166999999997,28.767926,52.0,aircraft,Parrot-ANAFI,0.633333,0
1601385731,2020-09-29 13:22:11,,,,,,0.0,25.567080999999998,28.767926,93.0,controller,Unknown,0.166667,0
1601385734,2020-09-29 13:22:14,738063.6,51.519137,5.857951,31.0,2.0,1.0,20.581599,28.495178999999997,166.0,aircraft,Unknown,0.3,1
1601385734,2020-09-29 13:22:14,,,,,,12000.0,19.594763,28.495178999999997,186.0,controller,DJI-MAVIC-PRO-PLATINUM,0.3859530000000001,1
1601385734,2020-09-29 13:22:14,,,,,,0.0,8.054453,28.495178999999997,704.0,controller,Unknown,0.16306400000000001,1
1601385737,2020-09-29 13:22:17,738063.6,51.519137,5.857951,31.0,3.0,0.0,16.939035999999998,81.448144,253.0,controller,Unknown,0.266667,2
1601385737,2020-09-29 13:22:17,,,,,,0.0,16.780909,81.448144,257.0,controller,Unknown,0.466667,2
1601385737,2020-09-29 13:22:17,,,,,,0.0,17.357674,81.448144,241.0,controller,Unknown,0.43333299999999997,2
1601385740,2020-09-29 13:22:20,,,,,,0.0,13.484545,80.035558,376.0,controller,Unknown,0.266667,0
1601385740,2020-09-29 13:22:20,,,,,,0.0,15.049271,80.035558,314.0,controller,Unknown,0.366667,0
