total in seconds,datetime(utc),channels,VenusTriggerVenusName_isThreat,VenusTriggerLinkType_Uplink,VenusTrigger_VenusName,VenusTrigger_RadioId,VenusTrigge_LifeStatus,VenusTrigger_Frequency,VenusTrigge_FrequencyBand,VenusTrigger_OnAirStartTime,VenusTrigger_StopTime,VenusTrigger_Azimuth,VenusTrigger_Deviation
1601456478,2020-09-30 09:01:18,,0.0,FHSS,,83,active,2440000000.0,ISM 2.4 GHz,1601463880190398.0,1601465007165332.0,163.1,0.0
1601456478,2020-09-30 09:01:18,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465007125211.0,,
1601456479,2020-09-30 09:01:19,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465009255212.0,71.7,9.3
1601456479,2020-09-30 09:01:19,,1.0,FHSS,DJI Mavic Pro short,98,active,2440000000.0,ISM 2.4 GHz,1601464909738671.0,1601465009069140.0,60.2,0.8
1601456479,2020-09-30 09:01:19,,1.0,FHSS,DJI Mavic Pro short,98,active,2440000000.0,ISM 2.4 GHz,1601464909738671.0,1601465009319140.0,,
1601456481,2020-09-30 09:01:21,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465013357857.0,45.0,4.0
1601456481,2020-09-30 09:01:21,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465013237857.0,56.0,2.0
1601456487,2020-09-30 09:01:27,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465019051103.0,45.0,4.0
1601456487,2020-09-30 09:01:27,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465018968603.0,56.0,2.0
1601456487,2020-09-30 09:01:27,,1.0,FHSS,Hubsan,76,active,2440000000.0,ISM 2.4 GHz,1601464043917891.0,1601465013158494.0,52.7,1.0
1601456488,2020-09-30 09:01:28,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465014034574.0,,
1601456488,2020-09-30 09:01:28,,1.0,FHSS,Hubsan,76,active,2440000000.0,ISM 2.4 GHz,1601464043917891.0,1601465013446814.0,42.4,0.1
1601456489,2020-09-30 09:01:29,,1.0,FHSS,Hubsan,76,active,2440000000.0,ISM 2.4 GHz,1601464043917891.0,1601465018726819.0,50.0,6.2
1601456491,2020-09-30 09:01:31,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465023351440.0,56.0,2.0
1601456492,2020-09-30 09:01:32,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465023431440.0,61.0,7.0
1601456492,2020-09-30 09:01:32,,1.0,FHSS,DJI Mavic Mini,72,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601465021838496.0,60.8,1.2
1601456493,2020-09-30 09:01:33,,1.0,FHSS,DJI Mavic Mini,72,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601465021970326.0,,
1601456493,2020-09-30 09:01:33,,1.0,FHSS,DJI Mavic Mini,72,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601465023216141.0,311.2,0.0
1601456493,2020-09-30 09:01:33,,1.0,FHSS,Hubsan,76,active,2440000000.0,ISM 2.4 GHz,1601464043917891.0,1601465023437822.0,,
1601456496,2020-09-30 09:01:36,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465027939730.0,61.0,7.0
1601456496,2020-09-30 09:01:36,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465027837230.0,56.0,2.0
1601456498,2020-09-30 09:01:38,,1.0,FHSS,Hubsan,76,active,2440000000.0,ISM 2.4 GHz,1601464043917891.0,1601465027758500.0,64.8,0.7
1601456498,2020-09-30 09:01:38,,1.0,FHSS,Hubsan,76,active,2440000000.0,ISM 2.4 GHz,1601464043917891.0,1601465027997825.0,,
1601456498,2020-09-30 09:01:38,,0.0,FHSS,,75,active,2440000000.0,ISM 2.4 GHz,1601463455400335.0,1601465027993825.0,,
1601456500,2020-09-30 09:01:40,,1.0,FHSS,DJI Mavic Pro short,98,active,2440000000.0,ISM 2.4 GHz,1601464909738671.0,1601465029829149.0,59.7,1.3
1601456500,2020-09-30 09:01:40,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465032392534.0,56.0,2.0
1601456500,2020-09-30 09:01:40,,0.0,FHSS,,77,active,2440000000.0,ISM 2.4 GHz,1601463936407804.0,1601465029686828.0,,
1601456500,2020-09-30 09:01:40,,0.0,FHSS,,78,active,2440000000.0,ISM 2.4 GHz,1601464260351905.0,1601465029663827.0,,
1601456500,2020-09-30 09:01:40,,0.0,FHSS,,79,active,2440000000.0,ISM 2.4 GHz,1601464284572850.0,1601465029867829.0,,
1601456500,2020-09-30 09:01:40,,0.0,FHSS,,83,active,2440000000.0,ISM 2.4 GHz,1601463880190398.0,1601465029808020.0,60.4,2.0
1601456500,2020-09-30 09:01:40,,0.0,FHSS,,86,active,2440000000.0,ISM 2.4 GHz,1601464127875244.0,1601465029507508.0,65.7,0.0
1601456500,2020-09-30 09:01:40,,0.0,FHSS,,99,active,2440000000.0,ISM 2.4 GHz,1601463219650685.0,1601465029448574.0,65.7,0.0
1601456500,2020-09-30 09:01:40,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465029828585.0,60.8,2.8
1601456501,2020-09-30 09:01:41,,0.0,FHSS,,74,active,2440000000.0,ISM 2.4 GHz,1601462520741364.0,1601465030775128.0,58.1,5.3
1601456501,2020-09-30 09:01:41,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465030861727.0,57.4,11.8
1601456501,2020-09-30 09:01:41,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465032482534.0,60.0,2.0
1601456502,2020-09-30 09:01:42,,0.0,FHSS,,91,active,2440000000.0,ISM 2.4 GHz,1601462886278761.0,1601465032076086.0,60.1,0.1
1601456502,2020-09-30 09:01:42,,0.0,FHSS,,100,active,2440000000.0,ISM 2.4 GHz,1601464996802804.0,1601465031726573.0,61.2,0.0
1601456502,2020-09-30 09:01:42,,0.0,FHSS,,74,active,2440000000.0,ISM 2.4 GHz,1601462520741364.0,1601465032057815.0,59.5,0.5
1601456502,2020-09-30 09:01:42,,0.0,FHSS,,75,active,2440000000.0,ISM 2.4 GHz,1601463455400335.0,1601465031836999.0,37.2,0.0
1601456502,2020-09-30 09:01:42,,0.0,FHSS,,75,active,2440000000.0,ISM 2.4 GHz,1601463455400335.0,1601465032077157.0,,
1601456502,2020-09-30 09:01:42,,0.0,FHSS,,82,active,2440000000.0,ISM 2.4 GHz,1601461460656308.0,1601465031866490.0,64.1,15.0
1601456502,2020-09-30 09:01:42,,0.0,FHSS,,86,active,2440000000.0,ISM 2.4 GHz,1601464127875244.0,1601465031561898.0,61.2,0.0
1601456502,2020-09-30 09:01:42,,0.0,FHSS,,88,active,2440000000.0,ISM 2.4 GHz,1601463219989435.0,1601465031870999.0,37.2,0.0
1601456502,2020-09-30 09:01:42,,0.0,FHSS,,88,active,2440000000.0,ISM 2.4 GHz,1601463219989435.0,1601465032071159.0,,
1601456502,2020-09-30 09:01:42,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465031857759.0,62.2,1.4
1601456502,2020-09-30 09:01:42,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465032017920.0,60.8,0.2
1601456502,2020-09-30 09:01:42,,1.0,FHSS,DJI Mavic Pro short,98,active,2440000000.0,ISM 2.4 GHz,1601464909738671.0,1601465031592319.0,60.9,2.1
1601456502,2020-09-30 09:01:42,,1.0,FHSS,DJI Mavic Pro short,98,active,2440000000.0,ISM 2.4 GHz,1601464909738671.0,1601465032062479.0,,
1601456505,2020-09-30 09:01:45,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465036985377.0,60.0,2.0
1601456505,2020-09-30 09:01:45,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465036885377.0,56.0,2.0
1601456507,2020-09-30 09:01:47,,1.0,FHSS,Hubsan,76,active,2440000000.0,ISM 2.4 GHz,1601464043917891.0,1601465036838502.0,66.3,0.4
1601456507,2020-09-30 09:01:47,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465037454593.0,60.4,1.7
1601456507,2020-09-30 09:01:47,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465036984593.0,,
1601456507,2020-09-30 09:01:47,,1.0,FHSS,DJI Mavic Pro short,98,active,2440000000.0,ISM 2.4 GHz,1601464909738671.0,1601465037339150.0,60.4,1.1
1601456507,2020-09-30 09:01:47,,0.0,FHSS,Cheerson Leopard 2,73,active,2440000000.0,ISM 2.4 GHz,1601461441385552.0,1601465037421741.0,62.0,0.5
1601456507,2020-09-30 09:01:47,,0.0,FHSS,,82,active,2440000000.0,ISM 2.4 GHz,1601461460656308.0,1601465037423963.0,62.6,0.4
1601456507,2020-09-30 09:01:47,,1.0,FHSS,DJI Mavic Mini,72,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601465037368445.0,63.5,1.6
1601456508,2020-09-30 09:01:48,,0.0,FHSS,,82,active,2440000000.0,ISM 2.4 GHz,1601461460656308.0,1601465038285504.0,59.9,0.0
1601456508,2020-09-30 09:01:48,,1.0,FHSS,DJI Mavic Mini,72,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601465037946448.0,,
1601456509,2020-09-30 09:01:49,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465041168959.0,63.0,1.0
1601456509,2020-09-30 09:01:49,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465041068959.0,56.0,2.0
1601456509,2020-09-30 09:01:49,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465039518596.0,,
1601456510,2020-09-30 09:01:50,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465040548925.0,62.6,1.1
1601456510,2020-09-30 09:01:50,,1.0,FHSS,DJI Mavic Pro short,98,active,2440000000.0,ISM 2.4 GHz,1601464909738671.0,1601465039569482.0,,
1601456511,2020-09-30 09:01:51,,1.0,FHSS,Hubsan,76,active,2440000000.0,ISM 2.4 GHz,1601464043917891.0,1601465040958501.0,,
1601456511,2020-09-30 09:01:51,,1.0,FHSS,DJI Mavic Pro short,98,active,2440000000.0,ISM 2.4 GHz,1601464909738671.0,1601465041579152.0,60.6,1.4
1601456511,2020-09-30 09:01:51,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465041585224.0,58.8,1.7
1601456511,2020-09-30 09:01:51,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465040684597.0,,
1601456511,2020-09-30 09:01:51,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465041758597.0,61.4,0.1
1601456512,2020-09-30 09:01:52,,0.0,FHSS,,74,active,2440000000.0,ISM 2.4 GHz,1601462520741364.0,1601465041804952.0,76.7,0.0
1601456514,2020-09-30 09:01:54,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465045774683.0,63.0,2.0
1601456514,2020-09-30 09:01:54,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465045714683.0,56.0,2.0
1601456517,2020-09-30 09:01:57,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465045948602.0,,
1601456517,2020-09-30 09:01:57,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465048889628.0,63.0,2.0
1601456517,2020-09-30 09:01:57,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465048787128.0,56.0,2.0
1601456517,2020-09-30 09:01:57,,0.0,FHSS,,87,active,2440000000.0,ISM 2.4 GHz,1601463874410026.0,1601465045985576.0,,
1601456518,2020-09-30 09:01:58,,1.0,FHSS,DJI Mavic Pro short,98,active,2440000000.0,ISM 2.4 GHz,1601464909738671.0,1601465046509155.0,,
1601456521,2020-09-30 09:02:01,,0.0,FHSS,Cheerson Leopard 2,73,active,2440000000.0,ISM 2.4 GHz,1601461441385552.0,1601465050551945.0,114.1,15.0
1601456521,2020-09-30 09:02:01,,0.0,FHSS,,87,active,2440000000.0,ISM 2.4 GHz,1601463874410026.0,1601465050403832.0,128.2,15.0
1601456521,2020-09-30 09:02:01,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465050594600.0,64.2,1.8
1601456521,2020-09-30 09:02:01,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465053289558.0,64.0,2.0
1601456521,2020-09-30 09:02:01,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465053129558.0,56.0,2.0
1601456522,2020-09-30 09:02:02,,0.0,FHSS,,83,active,2440000000.0,ISM 2.4 GHz,1601463880190398.0,1601465051547855.0,65.1,0.6
1601456522,2020-09-30 09:02:02,,0.0,FHSS,Cheerson Leopard 2,73,active,2440000000.0,ISM 2.4 GHz,1601461441385552.0,1601465051568707.0,,
1601456522,2020-09-30 09:02:02,,0.0,FHSS,,74,active,2440000000.0,ISM 2.4 GHz,1601462520741364.0,1601465051584333.0,35.9,15.0
1601456523,2020-09-30 09:02:03,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465052748606.0,,
1601456523,2020-09-30 09:02:03,,0.0,FHSS,,99,active,2440000000.0,ISM 2.4 GHz,1601463219650685.0,1601465052538588.0,,
1601456523,2020-09-30 09:02:03,,0.0,FHSS,,86,active,2440000000.0,ISM 2.4 GHz,1601464127875244.0,1601465052593880.0,,
1601456523,2020-09-30 09:02:03,,0.0,FHSS,,87,active,2440000000.0,ISM 2.4 GHz,1601463874410026.0,1601465052579395.0,,
1601456526,2020-09-30 09:02:06,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465057836000.0,64.0,2.0
1601456526,2020-09-30 09:02:06,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465057756000.0,56.0,2.0
1601456530,2020-09-30 09:02:10,,0.0,FHSS,,87,active,2440000000.0,ISM 2.4 GHz,1601463874410026.0,1601465059800621.0,48.8,15.0
1601456530,2020-09-30 09:02:10,,1.0,FHSS,DJI Mavic Mini,72,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601465059847855.0,64.4,1.3
1601456531,2020-09-30 09:02:11,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465062627283.0,144.0,15.0
1601456531,2020-09-30 09:02:11,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465062547283.0,56.0,2.0
1601456531,2020-09-30 09:02:11,,0.0,FHSS,,74,active,2440000000.0,ISM 2.4 GHz,1601462520741364.0,1601465060729921.0,60.9,0.0
1601456531,2020-09-30 09:02:11,,1.0,FHSS,DJI Mavic Mini,72,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601465060746699.0,315.1,0.6
1601456532,2020-09-30 09:02:12,,1.0,FHSS,DJI Mavic Mini,72,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601465061776505.0,,
1601456532,2020-09-30 09:02:12,,0.0,FHSS,,82,active,2440000000.0,ISM 2.4 GHz,1601461460656308.0,1601465061854306.0,,
1601456532,2020-09-30 09:02:12,,1.0,FHSS,"AscTec Falcon 8 Downlink, DJI Mavic Mini",72,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601465062031505.0,,
1601456535,2020-09-30 09:02:15,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465067222218.0,144.0,15.0
1601456535,2020-09-30 09:02:15,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465067152218.0,56.0,2.0
1601456540,2020-09-30 09:02:20,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465071757545.0,58.0,6.0
1601456540,2020-09-30 09:02:20,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465071615045.0,56.0,2.0
1601456542,2020-09-30 09:02:22,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465072328621.0,59.4,1.4
1601456542,2020-09-30 09:02:22,,1.0,FHSS,DJI Mavic Pro short,98,active,2440000000.0,ISM 2.4 GHz,1601464909738671.0,1601465071879162.0,,
1601456542,2020-09-30 09:02:22,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465072104621.0,58.3,1.0
1601456542,2020-09-30 09:02:22,,1.0,FHSS,DJI Mavic Pro short,98,active,2440000000.0,ISM 2.4 GHz,1601464909738671.0,1601465071469162.0,51.0,9.7
1601456542,2020-09-30 09:02:22,,1.0,FHSS,"AscTec Falcon 8 Downlink, DJI Mavic Mini",72,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601465071469932.0,61.9,0.0
1601456542,2020-09-30 09:02:22,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465071415233.0,41.8,0.5
1601456542,2020-09-30 09:02:22,,0.0,FHSS,,74,active,2440000000.0,ISM 2.4 GHz,1601462520741364.0,1601465071377747.0,62.6,0.7
1601456544,2020-09-30 09:02:24,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465076446324.0,56.0,2.0
1601456545,2020-09-30 09:02:25,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465076548824.0,42.0,9.0
1601456549,2020-09-30 09:02:29,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465081509071.0,56.0,2.0
1601456550,2020-09-30 09:02:30,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465081681571.0,42.0,9.0
1601456551,2020-09-30 09:02:31,,1.0,FHSS,"DJI Mavic Pro long, DJI Phantom 4 Pro+ V2.0 / Mavic Pro V2.0 2.4G",97,active,2440000000.0,ISM 2.4 GHz,1601463442979672.0,1601465076734627.0,,
1601456552,2020-09-30 09:02:32,,0.0,FHSS,,82,active,2440000000.0,ISM 2.4 GHz,1601461460656308.0,1601465081435808.0,280.6,0.0
1601456552,2020-09-30 09:02:32,,0.0,FHSS,,82,active,2440000000.0,ISM 2.4 GHz,1601461460656308.0,1601465081676049.0,,
1601456552,2020-09-30 09:02:32,,1.0,FHSS,"AscTec Falcon 8 Downlink, DJI Mavic Mini",72,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601465081435190.0,,
1601456554,2020-09-30 09:02:34,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465086442167.0,56.0,2.0
1601456555,2020-09-30 09:02:35,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465086542167.0,60.0,3.0
1601456559,2020-09-30 09:02:39,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465091107765.0,60.0,3.0
1601456559,2020-09-30 09:02:39,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465090965265.0,56.0,2.0
1601456561,2020-09-30 09:02:41,,0.0,FHSS,,86,active,2440000000.0,ISM 2.4 GHz,1601464127875244.0,1601465090902448.0,311.8,0.0
1601456561,2020-09-30 09:02:41,,0.0,FHSS,Cheerson Leopard 2,73,active,2440000000.0,ISM 2.4 GHz,1601461441385552.0,1601465090903612.0,311.8,0.0
1601456561,2020-09-30 09:02:41,,1.0,FHSS,"AscTec Falcon 8 Downlink, DJI Mavic Mini",72,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601465090904408.0,311.8,0.0
1601456564,2020-09-30 09:02:44,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465095855963.0,61.0,2.0
1601456564,2020-09-30 09:02:44,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465095755963.0,56.0,2.0
1601456566,2020-09-30 09:02:46,,1.0,FHSS,"AscTec Falcon 8 Downlink, DJI Mavic Mini",72,active,2440000000.0,ISM 2.4 GHz,1601461440975865.0,1601465095736628.0,,
1601456568,2020-09-30 09:02:48,,1.0,,DJI OcuSync,281474977710663,active,2466500000.0,ISM 2.4 GHz,1601464385149123.0,1601465100318452.0,61.0,2.0
1601456568,2020-09-30 09:02:48,,1.0,,DJI OcuSync,281474977710665,active,2406500000.0,ISM 2.4 GHz,1601464905668912.0,1601465100228452.0,56.0,2.0
