total in seconds,datetime(utc),channels,VenusTriggerVenusName_isThreat,VenusTriggerLinkType_Uplink,VenusTrigger_VenusName,VenusTrigger_RadioId,VenusTrigge_LifeStatus,VenusTrigger_Frequency,VenusTrigge_FrequencyBand,VenusTrigger_OnAirStartTime,VenusTrigger_StopTime,VenusTrigger_Azimuth,VenusTrigger_Deviation
1601380788,2020-09-29 11:59:48,,1.0,FHSS,"AscTec Falcon 8 Downlink, DJI Mavic Mini",185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391289971584.0,143.7,0.6
1601380789,2020-09-29 11:59:49,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391291118946.0,,
1601380789,2020-09-29 11:59:49,,1.0,FHSS,"AscTec Falcon 8 Downlink, DJI Mavic Mini",185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391291140330.0,324.9,0.0
1601380789,2020-09-29 11:59:49,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391290939852.0,329.8,0.0
1601380791,2020-09-29 11:59:51,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391291140330.0,324.9,0.0
1601380800,2020-09-29 12:00:00,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391302186466.0,,
1601380803,2020-09-29 12:00:03,,0.0,FHSS,,187,active,2440000000.0,ISM 2.4 GHz,1601389647219057.0,1601391303596908.0,120.2,15.0
1601380803,2020-09-29 12:00:03,,0.0,FHSS,,188,active,2440000000.0,ISM 2.4 GHz,1601390327937672.0,1601391303578651.0,95.3,15.0
1601380803,2020-09-29 12:00:03,,0.0,FHSS,,189,active,2440000000.0,ISM 2.4 GHz,1601391130512419.0,1601391303743620.0,162.8,0.0
1601380803,2020-09-29 12:00:03,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391303643213.0,142.4,0.0
1601380803,2020-09-29 12:00:03,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391304638271.0,138.6,2.6
1601380803,2020-09-29 12:00:03,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391303747492.0,132.0,15.0
1601380804,2020-09-29 12:00:04,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391306012688.0,,
1601380804,2020-09-29 12:00:04,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391305837296.0,,
1601380804,2020-09-29 12:00:04,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391304731934.0,139.3,2.3
1601380804,2020-09-29 12:00:04,,0.0,FHSS,,188,active,2440000000.0,ISM 2.4 GHz,1601390327937672.0,1601391306013059.0,,
1601380804,2020-09-29 12:00:04,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391305635267.0,143.1,0.0
1601380804,2020-09-29 12:00:04,,0.0,FHSS,,187,active,2440000000.0,ISM 2.4 GHz,1601389647219057.0,1601391304511592.0,138.7,2.6
1601380805,2020-09-29 12:00:05,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391306810577.0,140.0,0.3
1601380874,2020-09-29 12:01:14,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391376248665.0,136.7,0.0
1601380895,2020-09-29 12:01:35,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391394728239.0,162.4,0.0
1601380895,2020-09-29 12:01:35,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391394745656.0,162.4,0.0
1601380896,2020-09-29 12:01:36,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391395228116.0,,
1601380896,2020-09-29 12:01:36,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391395528087.0,,
1601380898,2020-09-29 12:01:38,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391399697195.0,69.9,0.0
1601380911,2020-09-29 12:01:51,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391413212178.0,167.5,0.0
1601380912,2020-09-29 12:01:52,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391413583808.0,,
1601380912,2020-09-29 12:01:52,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391413920848.0,,
1601380930,2020-09-29 12:02:10,,0.0,FHSS,,187,active,2440000000.0,ISM 2.4 GHz,1601389647219057.0,1601391431880713.0,72.2,
1601380930,2020-09-29 12:02:10,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391431950529.0,72.2,0.0
1601380931,2020-09-29 12:02:11,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391433350390.0,,
1601380941,2020-09-29 12:02:21,,0.0,FHSS,,189,active,2440000000.0,ISM 2.4 GHz,1601391130512419.0,1601391443238786.0,153.4,0.0
1601380941,2020-09-29 12:02:21,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391443232447.0,153.4,0.0
1601380941,2020-09-29 12:02:21,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391443237214.0,153.4,0.0
1601380942,2020-09-29 12:02:22,,0.0,FHSS,,189,active,2440000000.0,ISM 2.4 GHz,1601391130512419.0,1601391444232655.0,,
1601380942,2020-09-29 12:02:22,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391444181123.0,,
1601380942,2020-09-29 12:02:22,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391444213860.0,,
1601380944,2020-09-29 12:02:24,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391445392672.0,,
1601380944,2020-09-29 12:02:24,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391445132652.0,132.4,0.0
1601380954,2020-09-29 12:02:34,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391455556051.0,327.8,0.0
1601380962,2020-09-29 12:02:42,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391460765721.0,,
1601380988,2020-09-29 12:03:08,,0.0,FHSS,,187,active,2440000000.0,ISM 2.4 GHz,1601389647219057.0,1601391489612401.0,,
1601380992,2020-09-29 12:03:12,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391494609493.0,75.2,0.0
1601380992,2020-09-29 12:03:12,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391494617897.0,75.2,0.0
1601381007,2020-09-29 12:03:27,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391508514059.0,140.8,0.1
1601381007,2020-09-29 12:03:27,,0.0,FHSS,Cheerson Leopard 2,186,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391508996888.0,,
1601381007,2020-09-29 12:03:27,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391508529979.0,141.1,0.3
1601381007,2020-09-29 12:03:27,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391508754257.0,,
1601381009,2020-09-29 12:03:29,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391510638525.0,95.0,0.1
1601381010,2020-09-29 12:03:30,,1.0,FHSS,DJI Mavic Mini,185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391511646127.0,331.8,1.3
1601381010,2020-09-29 12:03:30,,0.0,FHSS,,189,active,2440000000.0,ISM 2.4 GHz,1601391130512419.0,1601391511634266.0,330.3,0.0
1601381011,2020-09-29 12:03:31,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391512849069.0,,
1601381024,2020-09-29 12:03:44,,0.0,FHSS,,189,active,2440000000.0,ISM 2.4 GHz,1601391130512419.0,1601391526040216.0,126.0,15.0
1601381025,2020-09-29 12:03:45,,0.0,FHSS,,189,active,2440000000.0,ISM 2.4 GHz,1601391130512419.0,1601391526968505.0,85.6,0.0
1601381045,2020-09-29 12:04:05,,0.0,FHSS,,189,active,2440000000.0,ISM 2.4 GHz,1601391130512419.0,1601391546666621.0,,
1601381064,2020-09-29 12:04:24,,0.0,FHSS,,187,active,2440000000.0,ISM 2.4 GHz,1601389647219057.0,1601391565983914.0,55.4,0.4
1601381064,2020-09-29 12:04:24,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391565710719.0,136.4,0.0
1601381064,2020-09-29 12:04:24,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391565976371.0,55.6,0.5
1601381066,2020-09-29 12:04:26,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391567571706.0,328.1,2.9
1601381067,2020-09-29 12:04:27,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391568536675.0,,
1601381067,2020-09-29 12:04:27,,0.0,FHSS,,190,active,2440000000.0,ISM 2.4 GHz,1601388451146068.0,1601391568189483.0,,
1601381076,2020-09-29 12:04:36,,0.0,FHSS,,187,active,2440000000.0,ISM 2.4 GHz,1601389647219057.0,1601391577268373.0,,
1601381088,2020-09-29 12:04:48,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391586623489.0,,
1601381088,2020-09-29 12:04:48,,1.0,FHSS,"DJI Mavic Mini, MJX R/C Technic",185,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391586262930.0,149.3,0.0
1601381103,2020-09-29 12:05:03,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391604897563.0,,
1601381122,2020-09-29 12:05:22,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391624475873.0,96.4,15.0
1601381123,2020-09-29 12:05:23,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391625206903.0,,
1601381160,2020-09-29 12:06:00,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391662115847.0,148.2,0.1
1601381161,2020-09-29 12:06:01,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391662821460.0,,
1601381168,2020-09-29 12:06:08,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391669164013.0,325.3,0.0
1601381169,2020-09-29 12:06:09,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391670173908.0,,
1601381170,2020-09-29 12:06:10,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391671188243.0,,
1601381170,2020-09-29 12:06:10,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391671235237.0,138.5,0.0
1601381170,2020-09-29 12:06:10,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391671364067.0,138.5,0.0
1601381180,2020-09-29 12:06:20,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391681535993.0,,
1601381180,2020-09-29 12:06:20,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391682026262.0,,
1601381188,2020-09-29 12:06:28,,0.0,FHSS,,193,active,2440000000.0,ISM 2.4 GHz,1601391171323575.0,1601391686913724.0,,
1601381200,2020-09-29 12:06:40,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391701467297.0,,
1601381200,2020-09-29 12:06:40,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391700954459.0,161.4,0.0
1601381204,2020-09-29 12:06:44,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391705957429.0,326.1,0.0
1601381204,2020-09-29 12:06:44,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391705978318.0,326.1,0.0
1601381218,2020-09-29 12:06:58,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391719926138.0,143.1,0.0
1601381218,2020-09-29 12:06:58,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391720528138.0,,
1601381234,2020-09-29 12:07:14,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391736411741.0,,
1601381237,2020-09-29 12:07:17,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391738761022.0,150.5,0.0
1601381237,2020-09-29 12:07:17,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391739499785.0,,
1601381247,2020-09-29 12:07:27,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391748383122.0,147.1,0.0
1601381247,2020-09-29 12:07:27,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391748495321.0,147.1,0.0
1601381248,2020-09-29 12:07:28,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391749519132.0,144.5,4.7
1601381248,2020-09-29 12:07:28,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391749385199.0,141.2,4.4
1601381249,2020-09-29 12:07:29,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391750380153.0,,
1601381249,2020-09-29 12:07:29,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391750665200.0,152.6,0.0
1601381249,2020-09-29 12:07:29,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391750761759.0,149.8,3.6
1601381254,2020-09-29 12:07:34,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391755900342.0,,
1601381254,2020-09-29 12:07:34,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391756329158.0,,
1601381259,2020-09-29 12:07:39,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391760693197.0,142.2,0.6
1601381267,2020-09-29 12:07:47,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391768669779.0,,
1601381288,2020-09-29 12:08:08,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391790136800.0,323.6,0.0
1601381289,2020-09-29 12:08:09,,0.0,FHSS,,193,active,2440000000.0,ISM 2.4 GHz,1601391171323575.0,1601391790085821.0,335.4,15.0
1601381290,2020-09-29 12:08:10,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391791075952.0,,
1601381290,2020-09-29 12:08:10,,0.0,FHSS,,195,active,2440000000.0,ISM 2.4 GHz,1601391789229108.0,1601391792066838.0,59.4,0.7
1601381290,2020-09-29 12:08:10,,0.0,FHSS,,194,active,2440000000.0,ISM 2.4 GHz,1601389950834054.0,1601391791382562.0,59.1,0.0
1601381291,2020-09-29 12:08:11,,0.0,FHSS,Cheerson Leopard 2,192,active,2440000000.0,ISM 2.4 GHz,1601390540422472.0,1601391792491606.0,140.7,3.9
1601381291,2020-09-29 12:08:11,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391792514432.0,142.5,4.3
1601381292,2020-09-29 12:08:12,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391793500488.0,,
1601381298,2020-09-29 12:08:18,,0.0,FHSS,,193,active,2440000000.0,ISM 2.4 GHz,1601391171323575.0,1601391799507735.0,59.9,4.7
1601381298,2020-09-29 12:08:18,,0.0,FHSS,,195,active,2440000000.0,ISM 2.4 GHz,1601391789229108.0,1601391799210331.0,,
1601381298,2020-09-29 12:08:18,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391799589494.0,59.7,0.2
1601381299,2020-09-29 12:08:19,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391800074534.0,,
1601381311,2020-09-29 12:08:31,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391812835630.0,328.5,0.2
1601381313,2020-09-29 12:08:33,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391814698944.0,44.6,1.6
1601381313,2020-09-29 12:08:33,,0.0,FHSS,,195,active,2440000000.0,ISM 2.4 GHz,1601391789229108.0,1601391814566785.0,45.7,0.0
1601381313,2020-09-29 12:08:33,,0.0,FHSS,,194,active,2440000000.0,ISM 2.4 GHz,1601389950834054.0,1601391814780565.0,,
1601381324,2020-09-29 12:08:44,,1.0,FHSS,DJI Mavic Mini,191,active,2440000000.0,ISM 2.4 GHz,1601370481734079.0,1601391825756476.0,,
