total in seconds,datetime(utc),channels,AlviraPotentialDronePlots_timestamp,AlviraPotentialDronPlot_id,AlviraPotentialDronPlot_rcs,AlviraPotentiaDronPlotsPlot_timestamp,AlviraPotentiaDronPlotPlotPosition_altitude,AlviraPotentialDronPlotsPlotPosition_latitude,AlviraPotentialDronPlotsPlotPosition_longitude,AlviraTracks_timestamp,AlviraTracksTrack_id,AlviraTracksTrack_Timestamp,AlviraTracksTrackPosition_Latitude,AlviraTracksTrackPosition_Longitude,AlviraTracksTrackPosition_Altitude,AlviraTracksTrackVelocity_Azimuth,AlviraTracksTrackVelocity_Elevation,AlviraTracksTrackVelocity_Speed,AlviraTracksTrack_Classification,AlviraTracksTrack_Reflection,AlviraTracksTrack_Score,AlviraTracksTrack_Alarm,AlviraSystemStatus_timestamp,AlviraSystemStatus_Name,AlviraSystemStatus_Version,AlviraSystemStatus_OperationalState,AlviraSystemStatusSensor_Name,AlviraSystemStatusSensor_Version,AlviraSystemStatusSensor_OperationalState,AlviraSystemStatusSensorPosition_Latitude,AlviraSystemStatusSensorPosition_Longitude,AlviraSystemStatusSensorPosition_Altitude,AlviraSystemStatusSensorStatusOrientetation_Azimuth,AlviraSystemStatusSensorStatusOrientetation_Elevation,AlviraSystemStatusSensorStatus_SensorType,AlviraSystemStatusSensorStatusBlankSector_Angle,AlviraSystemStatusSensorStatusBlankSector_Span,AlviraSystemStatusSensorStatusProcessing_Sensitivity,SystemStatusSensorStatus_Messages
1601380803,2020-09-29 12:00:03,,,,,,,,,2020-09-29T12:00:03.245Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380804,2020-09-29 12:00:04,,,,,,,,,2020-09-29T12:00:04.558Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380805,2020-09-29 12:00:05,,,,,,,,,2020-09-29T12:00:05.863Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380807,2020-09-29 12:00:07,,,,,,,,,2020-09-29T12:00:07.172Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380861,2020-09-29 12:01:01,,,,,,,,,2020-09-29T12:01:02.068Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380863,2020-09-29 12:01:03,,,,,,,,,2020-09-29T12:01:03.374Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380864,2020-09-29 12:01:04,,,,,,,,,2020-09-29T12:01:04.680Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380865,2020-09-29 12:01:05,,,,,,,,,2020-09-29T12:01:05.981Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380867,2020-09-29 12:01:07,,,,,,,,,2020-09-29T12:01:07.317Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380868,2020-09-29 12:01:08,,,,,,,,,2020-09-29T12:01:08.621Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380869,2020-09-29 12:01:09,,,,,,,,,2020-09-29T12:01:09.939Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380871,2020-09-29 12:01:11,,,,,,,,,2020-09-29T12:01:11.240Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380872,2020-09-29 12:01:12,,,,,,,,,2020-09-29T12:01:12.546Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380873,2020-09-29 12:01:13,,,,,,,,,2020-09-29T12:01:13.856Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380875,2020-09-29 12:01:15,,,,,,,,,2020-09-29T12:01:15.162Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380876,2020-09-29 12:01:16,,,,,,,,,2020-09-29T12:01:16.467Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380877,2020-09-29 12:01:17,,,,,,,,,2020-09-29T12:01:17.778Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380878,2020-09-29 12:01:18,,,,,,,,,2020-09-29T12:01:19.085Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380880,2020-09-29 12:01:20,,,,,,,,,2020-09-29T12:01:20.390Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380881,2020-09-29 12:01:21,,,,,,,,,2020-09-29T12:01:21.701Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380882,2020-09-29 12:01:22,,,,,,,,,2020-09-29T12:01:23.006Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380884,2020-09-29 12:01:24,,,,,,,,,2020-09-29T12:01:24.313Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380885,2020-09-29 12:01:25,,,,,,,,,2020-09-29T12:01:25.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380886,2020-09-29 12:01:26,,,,,,,,,2020-09-29T12:01:26.932Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380888,2020-09-29 12:01:28,,,,,,,,,2020-09-29T12:01:28.218Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380889,2020-09-29 12:01:29,,,,,,,,,2020-09-29T12:01:29.541Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380890,2020-09-29 12:01:30,,,,,,,,,2020-09-29T12:01:30.829Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380892,2020-09-29 12:01:32,,,,,,,,,2020-09-29T12:01:32.158Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380893,2020-09-29 12:01:33,,,,,,,,,2020-09-29T12:01:33.470Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380894,2020-09-29 12:01:34,,,,,,,,,2020-09-29T12:01:34.754Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380895,2020-09-29 12:01:35,,,,,,,,,2020-09-29T12:01:36.060Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380897,2020-09-29 12:01:37,,,,,,,,,2020-09-29T12:01:37.393Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601380898,2020-09-29 12:01:38,,,,,,,,,2020-09-29T12:01:38.699Z,,2020-09-29T12:01:38.313Z,51.52161903,5.86638989,57.14191269,241.55371094,0.0,8.65061092,DRONE,26.44909881,0.99661237,True,,,,,,,,,,,,,,,,,
1601380899,2020-09-29 12:01:39,,,,,,,,,2020-09-29T12:01:40.005Z,,2020-09-29T12:01:39.621Z,51.52157018,5.86624834,56.10177951,241.28938293,0.0,8.60393429,DRONE,26.369522,0.9972899,True,,,,,,,,,,,,,,,,,
1601380901,2020-09-29 12:01:41,,,,,,,,,,,,,,,,,,,,,,2020-09-29T12:01:42.141Z,Elvira,2.2.4 (REL-2.2.x 22467),operational,Elvira Search,2.2.4 (REL-2.2.x 22467),operational,51.52126391,5.85862734,5.0,,,SearchRadar,0.0,0.0,,
1601380901,2020-09-29 12:01:41,,,,,,,,,2020-09-29T12:01:41.294Z,,2020-09-29T12:01:40.931Z,51.52152224,5.86610752,55.06967383,241.18232727,0.0,8.53528595,DRONE,26.24406643,0.99783188,True,,,,,,,,,,,,,,,,,
1601380902,2020-09-29 12:01:42,,,,,,,,,2020-09-29T12:01:42.620Z,,2020-09-29T12:01:42.238Z,51.52148593,5.86596492,54.06757748,243.73208618,0.0,8.40263557,DRONE,26.19928485,0.99826491,True,,,,,,,,,,,,,,,,,
1601380903,2020-09-29 12:01:43,,,,,,,,,2020-09-29T12:01:43.927Z,,2020-09-29T12:01:43.549Z,51.52143617,5.86582314,53.10787624,242.64077759,0.0,8.47378349,DRONE,26.13161429,0.99861187,True,,,,,,,,,,,,,,,,,
1601380905,2020-09-29 12:01:45,,,,,,,,,2020-09-29T12:01:45.234Z,,2020-09-29T12:01:44.859Z,51.52138077,5.86567396,52.12947384,241.8901825,0.0,8.79242325,DRONE,26.05996752,0.99888855,True,,,,,,,,,,,,,,,,,
1601380906,2020-09-29 12:01:46,,,,,,,,,2020-09-29T12:01:46.545Z,,2020-09-29T12:01:46.167Z,51.5213357,5.86552535,51.15344063,242.7172699,0.0,8.84059811,DRONE,26.07531493,0.99911076,True,,,,,,,,,,,,,,,,,
1601380907,2020-09-29 12:01:47,,,,,,,,,2020-09-29T12:01:47.849Z,,2020-09-29T12:01:47.476Z,51.52129164,5.86536957,50.0941664,244.14135742,0.0,9.07315826,DRONE,26.25269622,0.99928844,True,,,,,,,,,,,,,,,,,
1601380909,2020-09-29 12:01:49,,,,,,,,,2020-09-29T12:01:49.156Z,,2020-09-29T12:01:48.787Z,51.52124499,5.86521626,49.03663931,244.03965759,0.0,9.05139637,DRONE,26.25029776,0.99943072,True,,,,,,,,,,,,,,,,,
1601380910,2020-09-29 12:01:50,,,,,,,,,2020-09-29T12:01:50.474Z,,2020-09-29T12:01:50.095Z,51.52121429,5.86507216,48.06800588,245.66319275,0.0,8.50442791,DRONE,26.17871495,0.99954301,True,,,,,,,,,,,,,,,,,
1601380911,2020-09-29 12:01:51,,,,,,,,,2020-09-29T12:01:51.772Z,,2020-09-29T12:01:51.406Z,51.5211696,5.86492448,47.0842653,245.16419983,0.0,8.60556889,DRONE,26.09036669,0.99963439,True,,,,,,,,,,,,,,,,,
1601380912,2020-09-29 12:01:52,,,,,,,,,2020-09-29T12:01:53.077Z,,2020-09-29T12:01:52.716Z,51.5211296,5.86477072,46.05978997,246.36682129,0.0,8.81326389,DRONE,26.00447294,0.9997074,True,,,,,,,,,,,,,,,,,
1601380914,2020-09-29 12:01:54,,,,,,,,,2020-09-29T12:01:54.389Z,,2020-09-29T12:01:54.028Z,51.5210671,5.86461388,45.03476137,242.99577332,0.0,9.23073578,DRONE,25.97176712,0.99976468,True,,,,,,,,,,,,,,,,,
1601380915,2020-09-29 12:01:55,,,,,,,,,2020-09-29T12:01:55.693Z,,2020-09-29T12:01:55.337Z,51.52101473,5.86446396,44.06866785,241.76643372,0.0,9.08909035,DRONE,26.09160813,0.99981165,True,,,,,,,,,,,,,,,,,
1601380916,2020-09-29 12:01:56,,,,,,,,,2020-09-29T12:01:57.000Z,,2020-09-29T12:01:56.648Z,51.52096003,5.86431075,43.09066673,241.26541138,0.0,9.20523643,DRONE,26.0717952,0.99984932,True,,,,,,,,,,,,,,,,,
1601380918,2020-09-29 12:01:58,,,,,,,,,2020-09-29T12:01:58.306Z,,2020-09-29T12:01:57.958Z,51.52090984,5.86415617,42.11385511,241.79325867,0.0,9.24365139,DRONE,26.09697262,0.99987942,True,,,,,,,,,,,,,,,,,
1601380919,2020-09-29 12:01:59,,,,,,,,,2020-09-29T12:01:59.619Z,,2020-09-29T12:01:59.270Z,51.52085333,5.86399515,41.12118389,241.7729187,0.0,9.51104736,DRONE,26.07323496,0.99990332,True,,,,,,,,,,,,,,,,,
1601380920,2020-09-29 12:02:00,,,,,,,,,2020-09-29T12:02:00.923Z,,2020-09-29T12:02:00.581Z,51.52079925,5.8638317,40.11615557,242.16371155,0.0,9.6819849,DRONE,26.03144772,0.99992263,True,,,,,,,,,,,,,,,,,
1601380922,2020-09-29 12:02:02,,,,,,,,,2020-09-29T12:02:02.227Z,,2020-09-29T12:02:01.894Z,51.52073327,5.86366738,39.13374865,240.37710571,0.0,9.88496399,DRONE,25.95340949,0.99993783,True,,,,,,,,,,,,,,,,,
1601380923,2020-09-29 12:02:03,,,,,,,,,2020-09-29T12:02:03.540Z,,2020-09-29T12:02:03.205Z,51.52068055,5.86351071,38.21742716,240.50143433,0.0,9.68591213,DRONE,25.90261791,0.99995011,True,,,,,,,,,,,,,,,,,
1601380924,2020-09-29 12:02:04,,,,,,,,,2020-09-29T12:02:04.845Z,,2020-09-29T12:02:04.516Z,51.52064109,5.86335664,37.3129405,242.49458313,0.0,9.40377331,DRONE,25.88647412,0.99995911,True,,,,,,,,,,,,,,,,,
1601380926,2020-09-29 12:02:06,,,,,,,,,2020-09-29T12:02:06.152Z,,2020-09-29T12:02:05.827Z,51.52059784,5.8632035,36.42734453,243.28987122,0.0,9.19574261,DRONE,25.86397912,0.99996698,True,,,,,,,,,,,,,,,,,
1601380927,2020-09-29 12:02:07,,,,,,,,,2020-09-29T12:02:07.456Z,,2020-09-29T12:02:07.139Z,51.52055601,5.86305067,35.51688372,244.25921631,0.0,9.06535721,DRONE,25.79570982,0.99997348,True,,,,,,,,,,,,,,,,,
1601380928,2020-09-29 12:02:08,,,,,,,,,2020-09-29T12:02:08.768Z,,2020-09-29T12:02:08.450Z,51.52052928,5.86290723,34.65341884,246.95315552,0.0,8.59605598,DRONE,25.71678248,0.99997669,True,,,,,,,,,,,,,,,,,
1601380929,2020-09-29 12:02:09,,,,,,,,,2020-09-29T12:02:10.073Z,,2020-09-29T12:02:08.450Z,51.52052928,5.86290723,34.65341884,246.95315552,0.0,8.59605598,DRONE,25.71678248,0.99997669,True,,,,,,,,,,,,,,,,,
1601380931,2020-09-29 12:02:11,,,,,,,,,2020-09-29T12:02:11.378Z,,2020-09-29T12:02:11.080Z,51.52041448,5.86257453,32.98268325,243.82096863,0.0,9.49092674,SUSPECTED_DRONE,25.63993947,0.98421574,True,,,,,,,,,,,,,,,,,
1601380932,2020-09-29 12:02:12,,,,,,,,,2020-09-29T12:02:12.713Z,,2020-09-29T12:02:12.394Z,51.52035656,5.86241218,32.14365682,242.34828186,0.0,9.54944324,SUSPECTED_DRONE,25.5618561,0.9873721,True,,,,,,,,,,,,,,,,,
1601380933,2020-09-29 12:02:13,,,,,,,,,2020-09-29T12:02:13.995Z,,2020-09-29T12:02:12.394Z,51.52035656,5.86241218,32.14365682,242.34828186,0.0,9.54944324,SUSPECTED_DRONE,25.5618561,0.9873721,True,,,,,,,,,,,,,,,,,
1601380935,2020-09-29 12:02:15,,,,,,,,,2020-09-29T12:02:15.303Z,,2020-09-29T12:02:15.025Z,51.52023022,5.86208255,30.74640316,240.06243896,0.0,9.85365868,SUSPECTED_DRONE,25.48379394,0.97412843,True,,,,,,,,,,,,,,,,,
1601380936,2020-09-29 12:02:16,,,,,,,,,2020-09-29T12:02:16.608Z,,2020-09-29T12:02:16.339Z,51.52017613,5.86191995,29.94437117,241.22270203,0.0,9.86427879,SUSPECTED_DRONE,25.417698,0.97930151,True,,,,,,,,,,,,,,,,,
1601380937,2020-09-29 12:02:17,,,,,,,,,2020-09-29T12:02:17.919Z,,2020-09-29T12:02:17.656Z,51.52012388,5.86174805,29.1849738,242.87486267,0.0,10.01146793,SUSPECTED_DRONE,25.34299454,0.98344058,True,,,,,,,,,,,,,,,,,
1601380939,2020-09-29 12:02:19,,,,,,,,,2020-09-29T12:02:19.225Z,,2020-09-29T12:02:18.970Z,51.52008579,5.8616054,28.55078715,242.94734192,0.0,9.24385929,SUSPECTED_DRONE,25.26906015,0.98674268,True,,,,,,,,,,,,,,,,,
1601380940,2020-09-29 12:02:20,,,,,,,,,2020-09-29T12:02:20.531Z,,2020-09-29T12:02:20.283Z,51.52005964,5.861485,28.02089195,243.99740601,0.0,8.03778458,SUSPECTED_DRONE,25.19622021,0.98935151,True,,,,,,,,,,,,,,,,,
1601380941,2020-09-29 12:02:21,,,,,,,,,2020-09-29T12:02:21.843Z,,2020-09-29T12:02:21.599Z,51.5200182,5.86135396,27.56046469,242.63748169,0.0,7.81879425,SUSPECTED_DRONE,25.12465021,0.99148035,True,,,,,,,,,,,,,,,,,
1601380942,2020-09-29 12:02:22,,,,,,,,,2020-09-29T12:02:23.147Z,,2020-09-29T12:02:22.905Z,51.51999197,5.86142068,27.99965486,176.44706726,0.0,4.68989992,SUSPECTED_DRONE,25.05410653,0.98440319,True,,,,,,,,,,,,,,,,,
